count_point_id,year,region_id,region_name,local_authority_id,local_authority_name,road_name,road_type,start_junction_road_name,end_junction_road_name,easting,northing,latitude,longitude,link_length_km,link_length_miles,estimation_method,estimation_method_detailed,pedal_cycles,two_wheeled_motor_vehicles,cars_and_taxis,buses_and_coaches,lgvs,hgvs_2_rigid_axle,hgvs_3_rigid_axle,hgvs_4_or_more_rigid_axle,hgvs_3_or_4_articulated_axle,hgvs_5_articulated_axle,hgvs_6_articulated_axle,all_hgvs,all_motor_vehicles
73294,2013,1,"South West",144,"Bristol, City of",A38,Major,"Muller Rd","LA Boundary",359702,177520,51.49517818,-2.58187207,1.40,0.87,Estimated,"Estimated using previous year's AADF on this link",766,374,14419,232,1793,133,30,17,13,20,9,221,17039
946767,2019,1,"South West",144,"Bristol, City of",U,Minor,,,356700,177176,51.49186100,-2.62506990,,,Counted,"Manual count",33,9,870,0,63,1,0,0,0,0,0,1,942
47676,2014,1,"South West",144,"Bristol, City of",A4018,Major,A4176,A4162,357000,176990,51.49021336,-2.62072642,1.30,0.81,Estimated,"Estimated using previous year's AADF on this link",107,119,13810,77,1543,124,28,4,4,5,5,171,15719
7841,2011,1,"South West",144,"Bristol, City of",A4174,Major,"Hartcliffe Way roundabout",A37,360000,169470,51.42282129,-2.57666647,2.90,1.80,Counted,"Manual count",159,303,15325,107,3154,341,84,86,12,84,57,664,19553
7046,2011,1,"South West",144,"Bristol, City of",A403,Major,"Kings Road Avenue","Unclassified Road",352000,180000,51.51687229,-2.69314733,5.80,3.60,Estimated,"Estimated using previous year's AADF on this link",60,119,5697,11,2843,962,271,277,71,313,373,2267,10937
73297,2013,1,"South West",144,"Bristol, City of",M49,Major,M5,"LA Boundary",354168,179788,51.51514674,-2.66187773,2.40,1.49,Estimated,"Estimated using previous year's AADF on this link",0,100,13512,137,2641,417,130,49,87,563,721,1968,18358
73291,2011,1,"South West",144,"Bristol, City of",A432,Major,A4017,"LA Boundary",364184,176285,51.48437680,-2.51718755,0.20,0.12,Estimated,"Estimated using previous year's AADF on this link",330,94,8303,167,1256,85,15,3,6,17,14,140,9960
73299,2011,1,"South West",144,"Bristol, City of",M5,Major,"LA Boundary",18,352370,177450,51.49397713,-2.68747023,1.60,0.99,Counted,"Dependent on a neighbouring counted link",0,570,81589,356,11050,1912,359,365,643,3436,2983,9698,103263
73288,2010,1,"South West",144,"Bristol, City of",A431,Major,"LA Boundary",A420,363170,173350,51.45792253,-2.53148290,1.90,1.18,Counted,"Dependent on a neighbouring counted link",210,219,19047,253,2495,144,34,9,4,8,3,202,22216
73294,2010,1,"South West",144,"Bristol, City of",A38,Major,"Muller Rd","LA Boundary",359702,177520,51.49517818,-2.58187207,1.40,0.87,Estimated,"Estimated using previous year's AADF on this link",454,350,16015,298,2157,192,44,23,2,8,16,285,19105
17817,2014,1,"South West",144,"Bristol, City of",A37,Major,"LA boundary",A4174,361100,169000,51.41867224,-2.56079543,1.90,1.18,Estimated,"Estimated using previous year's AADF on this link",59,216,11295,132,2209,428,156,147,5,37,203,977,14829
37186,2014,1,"South West",144,"Bristol, City of",A432,Major,B4469,B4469,361600,175150,51.47400186,-2.55427486,0.30,0.19,Estimated,"Estimated using previous year's AADF on this link",393,630,25375,507,5163,370,48,16,13,83,91,620,32296
47131,2014,1,"South West",144,"Bristol, City of",A420,Major,B4467,A431,362000,173530,51.45946336,-2.54834124,0.80,0.50,Estimated,"Estimated using previous year's AADF on this link",751,357,12617,506,3100,322,49,16,4,9,14,413,16992
18042,2014,1,"South West",144,"Bristol, City of",A4320,Major,"Lawrence Hill roundabout",A432,360450,173701,51.46089434,-2.57066909,0.60,0.37,Counted,"Manual count",193,522,30067,166,6757,650,131,144,46,172,165,1308,38819
7617,2015,1,"South West",144,"Bristol, City of",A4018,Major,A38,A4176,358020,173180,51.45603450,-2.60558218,2.90,1.80,Estimated,"Estimated using previous year's AADF on this link",1720,291,19698,748,3525,318,68,33,19,5,13,457,24719
27877,2015,1,"South West",144,"Bristol, City of",A4174,Major,A37,A4,361000,170060,51.42819597,-2.56235043,1.50,0.93,Counted,"Manual count",125,222,13660,108,2177,374,81,38,27,49,47,616,16784
46134,2017,1,"South West",144,"Bristol, City of",A4,Major,A370,A37,359755,172125,51.44667528,-2.58049246,0.50,0.31,Estimated,"Estimated using previous year's AADF on this link",1400,1028,26750,852,6143,572,144,130,60,182,232,1320,36093
37935,2017,1,"South West",144,"Bristol, City of",A3029,Major,A4174,A38,358100,170000,51.42744890,-2.60405339,2.30,1.43,Estimated,"Estimated using previous year's AADF on this link",252,387,17434,177,5012,418,160,72,33,65,89,837,23848
36410,2008,1,"South West",144,"Bristol, City of",A38,Major,"Kings Head Lane roundabout","Bedminster Rd",357200,170000,51.42738146,-2.61699764,1.80,1.12,Counted,"Manual count",109,131,12344,255,1596,239,68,157,32,30,50,576,14902
73297,2010,1,"South West",144,"Bristol, City of",M49,Major,M5,"LA Boundary",354168,179788,51.51514674,-2.66187773,2.40,1.49,Estimated,"Estimated using previous year's AADF on this link",0,102,13402,108,2284,451,113,37,197,609,635,2042,17938
73288,2016,1,"South West",144,"Bristol, City of",A431,Major,"LA Boundary",A420,363170,173350,51.45792253,-2.53148290,1.90,1.18,Estimated,"Estimated using previous year's AADF on this link",207,190,17327,171,2917,122,36,10,9,6,5,187,20791
73297,2016,1,"South West",144,"Bristol, City of",M49,Major,M5,"LA Boundary",354168,179788,51.51514674,-2.66187773,2.40,1.49,Counted,"Dependent on a neighbouring counted link",0,113,18412,114,3185,580,126,83,174,981,705,2649,24473
946776,2019,1,"South West",144,"Bristol, City of",U,Minor,,,352690,177291,51.49257300,-2.68283980,,,Counted,"Manual count",13,2,206,0,32,0,0,0,0,0,0,0,239
946755,2019,1,"South West",144,"Bristol, City of",C,Minor,,,359996,168081,51.41033100,-2.57656680,,,Estimated,"Estimated using previous year's AADF on this link",36,44,3887,36,527,41,10,1,0,2,5,59,4553
946799,2019,1,"South West",144,"Bristol, City of",U,Minor,,,359224,168884,51.41749500,-2.58775860,,,Counted,"Manual count",98,132,4565,6,555,37,14,2,1,0,0,55,5312
46408,2015,1,"South West",144,"Bristol, City of",A4044,Major,A38,"A4/B4053 roundabout",359300,172400,51.44911521,-2.58707101,0.40,0.25,Estimated,"Estimated using previous year's AADF on this link",906,109,6989,740,1302,107,38,23,1,3,15,187,9327
7097,2011,1,"South West",144,"Bristol, City of",A420,Major,"Midland Rd","Trinity Rd",360000,173300,51.45725721,-2.57710049,0.30,0.19,Counted,"Manual count",447,312,9154,510,1520,128,17,10,0,3,3,161,11657
7617,2011,1,"South West",144,"Bristol, City of",A4018,Major,A38,A4176,358020,173180,51.45603450,-2.60558218,2.90,1.80,Estimated,"Estimated using previous year's AADF on this link",1979,375,20634,932,2810,276,37,6,12,6,10,347,25098
58068,2008,1,"South West",144,"Bristol, City of",A38,Major,"Bedminster Rd",A3029,357600,170550,51.43235669,-2.61131067,0.20,0.12,Estimated,"Estimated using previous year's AADF on this link",208,455,18500,225,3845,521,87,140,39,77,77,941,23966
8599,2008,1,"South West",144,"Bristol, City of",A4,Major,A3029,"Hotwells Rd",357134,172436,51.44927862,-2.61824263,0.20,0.12,Estimated,"Estimated using previous year's AADF on this link",182,207,14155,243,2257,252,42,59,3,5,7,368,17230
99508,2008,1,"South West",144,"Bristol, City of",A4,Major,A4320,"Eagle Rd",361450,171000,51.43667853,-2.55598076,0.90,0.56,Estimated,"Estimated using previous year's AADF on this link",200,581,16727,593,3228,570,128,45,26,81,104,954,22083
946792,2018,1,"South West",144,"Bristol, City of",U,Minor,,,360345,167005,51.40068100,-2.57142850,,,Counted,"Manual count",13,8,505,48,92,3,0,0,0,0,0,3,656
946754,2018,1,"South West",144,"Bristol, City of",C,Minor,,,361768,171470,51.44092400,-2.55145710,,,Counted,"Manual count",95,44,4274,62,816,50,9,0,0,0,0,59,5255
946809,2019,1,"South West",144,"Bristol, City of",U,Minor,,,362113,175914,51.48090400,-2.54697120,,,Counted,"Manual count",23,7,127,0,7,0,0,0,0,0,0,0,141
946795,2019,1,"South West",144,"Bristol, City of",U,Minor,,,358164,177015,51.49052400,-2.60396510,,,Counted,"Manual count",176,7,826,0,89,1,0,0,0,0,0,1,923
946813,2019,1,"South West",144,"Bristol, City of",U,Minor,,,361210,168995,51.41863300,-2.55921310,,,Counted,"Manual count",44,17,1632,12,285,19,3,0,0,0,0,22,1968
946778,2019,1,"South West",144,"Bristol, City of",U,Minor,,,359140,170276,51.43000500,-2.58912740,,,Counted,"Manual count",9,4,315,0,54,1,0,0,0,0,0,1,374
946779,2019,1,"South West",144,"Bristol, City of",U,Minor,,,353463,177396,51.49358100,-2.67172030,,,Counted,"Manual count",16,4,529,0,94,1,0,0,0,0,0,1,628
946793,2019,1,"South West",144,"Bristol, City of",U,Minor,,,359604,172375,51.44891100,-2.58269380,,,Counted,"Manual count",903,17,6643,551,144,0,1,0,0,0,0,1,7356
946814,2019,1,"South West",144,"Bristol, City of",U,Minor,,,357522,175137,51.47359100,-2.61298490,,,Estimated,"Estimated using previous year's AADF on this link",42,2,328,0,22,0,0,0,0,0,0,0,353
8599,2007,1,"South West",144,"Bristol, City of",A4,Major,A3029,"Hotwells Rd",357134,172436,51.44927862,-2.61824263,0.20,0.12,Estimated,"Estimated using previous year's AADF on this link",162,217,14473,280,2210,253,38,55,3,6,8,363,17543
58069,2008,1,"South West",144,"Bristol, City of",A420,Major,A4017,"LA Boundary",364432,173922,51.46314644,-2.51337753,0.20,0.12,Estimated,"Estimated using previous year's AADF on this link",108,146,9904,200,1734,167,32,18,2,7,6,232,12216
73288,2020,1,"South West",144,"Bristol, City of",A431,Major,"LA Boundary",A420,363170,173350,51.45792100,-2.53148290,1.90,1.18,Estimated,"Estimated using previous year's AADF on this link",222,156,13566,133,2565,119,28,11,5,3,2,167,16587
27678,2015,1,"South West",144,"Bristol, City of",A4018,Major,A4176,"B4056 Henleaze Rd",357340,175000,51.47234715,-2.61558862,1.30,0.81,Estimated,"Estimated using previous year's AADF on this link",405,221,16281,486,1545,216,44,12,9,1,0,282,18815
27728,2015,1,"South West",144,"Bristol, City of",A4162,Major,A4,"Canford Rd",355000,177040,51.49050686,-2.64953712,2.50,1.55,Estimated,"Estimated using previous year's AADF on this link",31,72,4490,52,807,66,18,20,2,2,4,111,5531
46388,2015,1,"South West",144,"Bristol, City of",A37,Major,B3122,A4,360000,171540,51.44143290,-2.57690094,1.40,0.87,Estimated,"Estimated using previous year's AADF on this link",449,293,12750,319,1872,192,35,34,26,55,69,411,15645
8599,2011,1,"South West",144,"Bristol, City of",A4,Major,A3029,"Hotwells Rd",357134,172436,51.44927862,-2.61824263,0.20,0.12,Estimated,"Estimated using previous year's AADF on this link",370,192,13953,539,2279,219,35,42,4,15,9,324,17287
8600,2011,1,"South West",144,"Bristol, City of",A4018,Major,A4162,A4162,356930,177440,51.49425394,-2.62178963,0.30,0.19,Estimated,"Estimated using previous year's AADF on this link",118,107,15692,107,1378,150,17,7,2,2,1,179,17463
73295,2008,1,"South West",144,"Bristol, City of",A4018,Major,A4162,"LA Boundary",357330,178790,51.50642213,-2.61619197,2.50,1.55,Counted,"Manual count",127,176,18891,214,1610,135,21,9,4,6,3,178,21069
8390,2008,1,"South West",144,"Bristol, City of",A38,Major,"Bedminster Down Rd","Bedminster Rd",357900,170600,51.43282868,-2.60700141,0.30,0.19,Estimated,"Estimated using previous year's AADF on this link",203,381,17257,352,3487,478,69,96,25,65,95,828,22305
47676,2015,1,"South West",144,"Bristol, City of",A4018,Major,A4176,A4162,357000,176990,51.49021336,-2.62072642,1.30,0.81,Estimated,"Estimated using previous year's AADF on this link",99,105,14083,83,1618,118,28,4,5,5,5,165,16054
28416,2017,1,"South West",144,"Bristol, City of",A432,Major,A420,A4320,360230,173700,51.46086989,-2.57383546,0.60,0.37,Estimated,"Estimated using previous year's AADF on this link",346,76,6143,312,1009,74,12,3,1,2,1,94,7633
8391,2011,1,"South West",144,"Bristol, City of",A420,Major,"Trinity Rd","Easton Way roundabout",360200,173400,51.45817045,-2.57423339,0.40,0.25,Estimated,"Estimated using previous year's AADF on this link",652,280,15101,672,3049,187,42,12,10,11,1,263,19365
8391,2007,1,"South West",144,"Bristol, City of",A420,Major,"Trinity Rd","Easton Way roundabout",360200,173400,51.45817045,-2.57423339,0.40,0.25,Estimated,"Estimated using previous year's AADF on this link",238,489,19152,792,3266,295,23,12,5,13,12,360,24059
6401,2007,1,"South West",144,"Bristol, City of",A38,Major,"Parson St","A370 roundabout",358000,171000,51.43643254,-2.60561056,2.10,1.30,Estimated,"Estimated using previous year's AADF on this link",124,125,7891,461,1545,152,30,25,0,4,7,218,10240
946742,2018,1,"South West",144,"Bristol, City of",B4054,Minor,,,353839,177059,51.49058200,-2.66626050,,,Counted,"Manual count",64,69,5904,140,1014,22,4,0,0,0,0,25,7151
946789,2018,1,"South West",144,"Bristol, City of",U,Minor,,,359225,169517,51.42318700,-2.58781720,,,Counted,"Manual count",62,36,1980,2,339,25,3,0,0,0,0,28,2385
946795,2018,1,"South West",144,"Bristol, City of",U,Minor,,,358164,177015,51.49052400,-2.60396510,,,Counted,"Manual count",166,5,838,0,83,1,0,0,0,0,0,1,927
37186,2015,1,"South West",144,"Bristol, City of",A432,Major,B4469,B4469,361600,175150,51.47400186,-2.55427486,0.30,0.19,Estimated,"Estimated using previous year's AADF on this link",365,641,24909,503,5431,359,50,15,16,82,90,613,32096
28085,2017,1,"South West",144,"Bristol, City of",A4017,Major,A420,"LA Boundary",364367,174000,51.46384365,-2.51432102,0.30,0.19,Estimated,"Estimated using previous year's AADF on this link",100,41,4946,103,1386,49,11,2,1,2,1,65,6540
46408,2017,1,"South West",144,"Bristol, City of",A4044,Major,A38,"A4/B4053 roundabout",359300,172400,51.44911521,-2.58707101,0.40,0.25,Estimated,"Estimated using previous year's AADF on this link",809,108,7045,640,1497,108,38,26,1,3,15,192,9482
946820,2018,1,"South West",144,"Bristol, City of",U,Minor,,,358914,173775,51.46144800,-2.59278550,,,Counted,"Manual count",28,17,495,0,89,2,1,0,0,0,0,3,604
946813,2018,1,"South West",144,"Bristol, City of",U,Minor,,,361210,168995,51.41863300,-2.55921310,,,Counted,"Manual count",39,12,1620,8,215,14,0,0,0,0,0,14,1868
946772,2018,1,"South West",144,"Bristol, City of",U,Minor,,,363408,175722,51.47926300,-2.52830390,,,Counted,"Manual count",31,0,156,0,34,3,0,0,0,0,0,3,193
946763,2018,1,"South West",144,"Bristol, City of",C,Minor,,,362674,170240,51.42992600,-2.53829240,,,Counted,"Manual count",227,185,9362,30,2202,185,22,15,4,15,21,262,12042
946775,2018,1,"South West",144,"Bristol, City of",U,Minor,,,362270,169857,51.42645500,-2.54406240,,,Counted,"Manual count",54,113,5164,54,1183,42,1,1,0,0,0,44,6558
946743,2018,1,"South West",144,"Bristol, City of",B4053,Minor,,,359243,172727,51.45204900,-2.58792900,,,Estimated,"Estimated using previous year's AADF on this link",474,187,6997,876,1186,142,24,6,0,2,0,174,9419
26043,2014,1,"South West",144,"Bristol, City of",M32,Major,"Junction 2 M32","LA Boundary",362200,177000,51.49067589,-2.54583511,3.30,2.05,Counted,"Manual count",0,890,59516,456,10268,1367,283,242,149,629,545,3215,74345
8390,2011,1,"South West",144,"Bristol, City of",A38,Major,"Bedminster Down Rd","Bedminster Rd",357900,170600,51.43282868,-2.60700141,0.30,0.19,Estimated,"Estimated using previous year's AADF on this link",375,341,16422,306,3054,320,104,71,20,57,63,635,20758
6401,2011,1,"South West",144,"Bristol, City of",A38,Major,"Parson St","A370 roundabout",358000,171000,51.43643254,-2.60561056,2.10,1.30,Estimated,"Estimated using previous year's AADF on this link",154,107,7818,425,1909,150,37,25,0,4,8,224,10483
73301,2008,1,"South West",144,"Bristol, City of",A370,Major,"LA Boundary","A369/A3029 midpoint",356320,171380,51.43972174,-2.62982486,0.30,0.19,Estimated,"Estimated using previous year's AADF on this link",153,458,25346,329,2791,593,163,376,11,42,214,1399,30323
946755,2018,1,"South West",144,"Bristol, City of",C,Minor,,,359996,168081,51.41033100,-2.57656680,,,Counted,"Manual count",31,48,3876,35,532,43,10,1,0,2,4,61,4551
900081,2018,1,"South West",144,"Bristol, City of",U,Minor,,,360662,170961,51.43627200,-2.56731220,,,Counted,"Manual count",23,2,1181,0,151,6,0,0,0,0,0,6,1340
946809,2018,1,"South West",144,"Bristol, City of",U,Minor,,,362113,175914,51.48090400,-2.54697120,,,Counted,"Manual count",5,4,117,0,15,0,0,0,0,0,0,0,135
946787,2018,1,"South West",144,"Bristol, City of",U,Minor,,,357980,168133,51.41065200,-2.60555730,,,Counted,"Manual count",38,9,362,5,52,2,0,0,0,0,0,2,429
946747,2018,1,"South West",144,"Bristol, City of",B4052,Minor,,,359791,174738,51.47017000,-2.58027240,,,Counted,"Manual count",281,214,13905,9,2719,60,8,1,1,0,0,71,16917
946779,2018,1,"South West",144,"Bristol, City of",U,Minor,,,353463,177396,51.49358100,-2.67172030,,,Counted,"Manual count",14,20,550,0,83,1,0,0,0,0,0,1,653
48123,2015,1,"South West",144,"Bristol, City of",A4320,Major,A432,A4032/M32,360317,174130,51.46474217,-2.57263167,0.50,0.31,Estimated,"Estimated using previous year's AADF on this link",85,444,28630,179,7301,991,175,118,64,166,192,1706,38260
56122,2015,1,"South West",144,"Bristol, City of",A4,Major,A4162,A403,354064,176826,51.48850735,-2.66298967,3.50,2.17,Estimated,"Estimated using previous year's AADF on this link",60,263,14896,220,3452,587,265,280,58,184,163,1537,20367
48123,2014,1,"South West",144,"Bristol, City of",A4320,Major,A432,A4032/M32,360317,174130,51.46474217,-2.57263167,0.50,0.31,Estimated,"Estimated using previous year's AADF on this link",91,437,29165,180,6941,1019,166,121,53,169,194,1722,38445
27678,2014,1,"South West",144,"Bristol, City of",A4018,Major,A4176,"B4056 Henleaze Rd",357340,175000,51.47234715,-2.61558862,1.30,0.81,Estimated,"Estimated using previous year's AADF on this link",436,251,15965,451,1473,228,43,13,7,1,0,292,18432
28420,2017,1,"South West",144,"Bristol, City of",A432,Major,B4469,A4174,364000,176170,51.48333111,-2.51982550,2.70,1.68,Estimated,"Estimated using previous year's AADF on this link",495,127,8454,126,1234,109,26,3,3,8,10,159,10100
47676,2017,1,"South West",144,"Bristol, City of",A4018,Major,A4176,A4162,357026,176946,51.48981974,-2.62034659,1.30,0.81,Counted,"Manual count",153,168,12667,66,1346,97,11,1,5,3,2,118,14365
48123,2008,1,"South West",144,"Bristol, City of",A4320,Major,A432,A4032/M32,360317,174130,51.46474217,-2.57263167,0.50,0.31,Estimated,"Estimated using previous year's AADF on this link",47,519,23283,213,6631,1103,196,159,47,112,352,1969,32615
48459,2008,1,"South West",144,"Bristol, City of",A4,Major,A4044,A370,359550,172320,51.44841389,-2.58346449,0.30,0.19,Estimated,"Estimated using previous year's AADF on this link",581,1273,32847,1444,6069,835,140,137,43,75,199,1429,43062
951879,2018,1,"South West",144,"Bristol, City of",U,Minor,,,363128,176155,51.48313800,-2.53238100,,,Counted,"Manual count",27,3,263,0,31,0,0,0,0,0,0,0,296
946799,2018,1,"South West",144,"Bristol, City of",U,Minor,,,359224,168884,51.41749500,-2.58775860,,,Counted,"Manual count",37,26,3732,0,600,41,7,5,0,2,1,56,4414
27127,2017,1,"South West",144,"Bristol, City of",A420,Major,A4320,B4467,361000,173360,51.45786665,-2.56271514,1.30,0.81,Estimated,"Estimated using previous year's AADF on this link",680,537,15413,507,3161,195,29,12,26,33,11,305,19924
16961,2011,1,"South West",144,"Bristol, City of",A370,Major,A3029/B3120,"A38 roundabout",357400,172000,51.44537866,-2.61436243,1.90,1.18,Estimated,"Estimated using previous year's AADF on this link",345,180,12396,83,2175,288,56,53,21,78,54,550,15384
27728,2011,1,"South West",144,"Bristol, City of",A4162,Major,A4,"Canford Rd",355000,177040,51.49050686,-2.64953712,2.50,1.55,Estimated,"Estimated using previous year's AADF on this link",37,80,4393,44,684,67,13,15,3,3,4,105,5306
27731,2011,1,"South West",144,"Bristol, City of",A4176,Major,A4,A4018,357000,174500,51.46782585,-2.62042246,2.20,1.37,Counted,"Manual count",250,132,11898,102,1075,60,6,2,3,0,2,73,13280
27877,2011,1,"South West",144,"Bristol, City of",A4174,Major,A37,A4,361000,170060,51.42819597,-2.56235043,1.50,0.93,Estimated,"Estimated using previous year's AADF on this link",131,124,14377,95,2389,406,107,62,17,49,123,764,17749
946776,2018,1,"South West",144,"Bristol, City of",U,Minor,,,352690,177291,51.49257300,-2.68283980,,,Counted,"Manual count",11,5,250,0,36,3,0,0,0,0,0,3,294
48459,2017,1,"South West",144,"Bristol, City of",A4,Major,A4044,A370,359517,172349,51.44867227,-2.58394266,0.30,0.19,Counted,"Manual count",1650,632,31667,1673,4429,388,88,72,37,115,167,868,39270
56033,2017,1,"South West",144,"Bristol, City of",M32,Major,A4320,2,360660,174600,51.46899199,-2.56774687,1.30,0.81,Counted,"Manual count",0,972,68882,727,11204,1830,266,330,104,191,836,3557,85342
28726,2017,1,"South West",144,"Bristol, City of",A4,Major,A3029,"A4 split",357000,172591,51.45066203,-2.62018969,0.40,0.25,Estimated,"Estimated using previous year's AADF on this link",300,401,16137,426,2266,133,52,122,13,16,12,347,19578
27127,2008,1,"South West",144,"Bristol, City of",A420,Major,A4320,B4467,361000,173360,51.45786665,-2.56271514,1.30,0.81,Counted,"Manual count",684,383,13215,678,2488,231,56,17,12,17,17,350,17114
27127,2011,1,"South West",144,"Bristol, City of",A420,Major,A4320,B4467,361000,173360,51.45786665,-2.56271514,1.30,0.81,Estimated,"Estimated using previous year's AADF on this link",759,343,13384,717,3009,227,61,16,11,15,18,348,17801
27678,2011,1,"South West",144,"Bristol, City of",A4018,Major,A4176,"B4056 Henleaze Rd",357340,175000,51.47234715,-2.61558862,1.30,0.81,Counted,"Manual count",481,246,15930,412,1310,218,33,9,16,2,0,278,18176
16124,2011,1,"South West",144,"Bristol, City of",A4,Major,A4162,A4176,355000,176100,51.48205541,-2.64941701,4.30,2.67,Estimated,"Estimated using previous year's AADF on this link",124,352,16855,265,2579,516,141,123,54,183,148,1165,21216
47131,2017,1,"South West",144,"Bristol, City of",A420,Major,B4467,A431,362000,173530,51.45946336,-2.54834124,0.80,0.50,Counted,"Manual count",365,293,14502,351,2607,257,67,26,6,19,26,400,18152
37186,2017,1,"South West",144,"Bristol, City of",A432,Major,B4469,B4469,361600,175150,51.47400186,-2.55427486,0.30,0.19,Counted,"Manual count",447,466,26626,351,4323,431,69,46,11,70,98,725,32492
58286,2017,1,"South West",144,"Bristol, City of",A4162,Major,"Canford Rd",A4018,356820,177400,51.49388589,-2.62336911,0.40,0.25,Estimated,"Estimated using previous year's AADF on this link",91,48,4894,170,778,18,5,2,1,0,0,27,5918
26128,2014,1,"South West",144,"Bristol, City of",A3029,Major,A4,A370,356750,172000,51.44532926,-2.62371470,0.50,0.31,Counted,"Manual count",188,965,46286,704,8044,674,172,383,75,216,187,1707,57705
70105,2014,1,"South West",144,"Bristol, City of",A4,Major,M5,M5,352140,178000,51.49890260,-2.69085775,0.60,0.37,Counted,"Manual count",52,116,6692,65,2255,544,183,207,31,140,105,1210,10339
946786,2018,1,"South West",144,"Bristol, City of",U,Minor,,,352373,177858,51.49764400,-2.68748220,,,Counted,"Manual count",24,11,858,0,651,56,14,8,0,11,10,99,1619
946760,2018,1,"South West",144,"Bristol, City of",C,Minor,,,358756,174504,51.46799100,-2.59514490,,,Counted,"Manual count",432,52,2758,2,331,18,1,0,0,0,0,19,3162
946751,2018,1,"South West",144,"Bristol, City of",B4054,Minor,,,358620,175008,51.47251300,-2.59716180,,,Counted,"Manual count",573,76,4574,27,781,37,7,3,1,1,0,50,5509
27877,2007,1,"South West",144,"Bristol, City of",A4174,Major,A37,A4,361000,170060,51.42819597,-2.56235043,1.50,0.93,Estimated,"Estimated using previous year's AADF on this link",107,144,14515,103,1934,414,86,62,24,64,116,766,17462
8600,2007,1,"South West",144,"Bristol, City of",A4018,Major,A4162,A4162,356930,177440,51.49425394,-2.62178963,0.20,0.12,Counted,"Manual count",96,124,15841,117,1115,153,14,7,3,3,2,182,17379
28420,2007,1,"South West",144,"Bristol, City of",A432,Major,B4469,A4174,364000,176170,51.48333111,-2.51982550,2.70,1.68,Counted,"Manual count",214,154,9607,132,1208,95,14,12,1,5,6,133,11234
99620,2008,1,"South West",144,"Bristol, City of",M5,Major,18,18A,353300,178320,51.50187694,-2.67419065,1.00,0.62,Estimated,"Estimated using previous year's AADF on this link",0,324,70394,546,9716,1528,553,211,251,866,3386,6795,87775
946793,2018,1,"South West",144,"Bristol, City of",U,Minor,,,359604,172375,51.44891100,-2.58269380,,,Counted,"Manual count",661,26,6337,749,525,7,2,0,0,0,0,9,7647
946814,2018,1,"South West",144,"Bristol, City of",U,Minor,,,357522,175137,51.47359100,-2.61298490,,,Counted,"Manual count",36,2,327,0,23,0,0,0,0,0,0,0,352
28727,2017,1,"South West",144,"Bristol, City of",A4162,Major,"Canford Lane",A4018,356855,177521,51.49497647,-2.62287983,0.30,0.19,Estimated,"Estimated using previous year's AADF on this link",100,95,6998,18,911,36,11,35,5,2,10,99,8121
48123,2017,1,"South West",144,"Bristol, City of",A4320,Major,A432,A4032/M32,360413,174003,51.46360705,-2.57123555,0.50,0.31,Counted,"Manual count",147,514,28910,110,6719,744,118,122,50,216,155,1406,37659
28726,2007,1,"South West",144,"Bristol, City of",A4,Major,A3029,"A4 split",357000,172591,51.45066203,-2.62018969,0.40,0.25,Estimated,"Estimated using previous year's AADF on this link",58,439,18375,470,1593,396,55,57,21,13,17,559,21436
28727,2007,1,"South West",144,"Bristol, City of",A4162,Major,"Canford Lane",A4018,356855,177521,51.49497647,-2.62287983,0.30,0.19,Counted,"Manual count",45,105,6398,35,504,94,9,14,4,4,7,132,7174
28085,2007,1,"South West",144,"Bristol, City of",A4017,Major,A420,"LA Boundary",364367,174000,51.46384365,-2.51432102,0.30,0.19,Estimated,"Estimated using previous year's AADF on this link",33,60,3647,88,925,95,8,4,3,0,0,110,4830
17817,2007,1,"South West",144,"Bristol, City of",A37,Major,"LA boundary",A4174,361100,169000,51.41867224,-2.56079543,1.90,1.18,Estimated,"Estimated using previous year's AADF on this link",52,247,11377,132,1590,418,97,104,16,74,213,922,14268
18042,2007,1,"South West",144,"Bristol, City of",A4320,Major,"Lawrence Hill roundabout",A432,360450,173701,51.46089434,-2.57066909,0.60,0.37,Estimated,"Estimated using previous year's AADF on this link",66,436,24076,170,5866,954,130,96,54,147,194,1575,32123
70106,2017,1,"South West",144,"Bristol, City of",M49,Major,"M5 (18)","M5 (18A)",353710,178270,51.50146121,-2.66827771,1.10,0.68,Estimated,"Estimated using previous year's AADF on this link",0,104,12962,150,3116,515,156,121,65,594,870,2323,18656
36133,2011,1,"South West",144,"Bristol, City of",A4,Major,"A4176 Bridge Valley road","A3029 Brunel Way",356540,173000,51.45430414,-2.62685937,1.10,0.68,Counted,"Manual count",392,546,28396,323,4560,641,137,205,76,184,177,1420,35245
28420,2011,1,"South West",144,"Bristol, City of",A432,Major,B4469,A4174,364000,176170,51.48333111,-2.51982550,2.70,1.68,Estimated,"Estimated using previous year's AADF on this link",268,132,9515,120,1493,95,17,13,1,4,6,136,11396
36409,2011,1,"South West",144,"Bristol, City of",A4044,Major,A420,A4032,359459,173341,51.45758724,-2.58489125,0.70,0.43,Counted,"Manual count",925,713,33436,1019,4485,804,64,82,58,186,184,1378,41031
36410,2011,1,"South West",144,"Bristol, City of",A38,Major,"Kings Head Lane roundabout","Bedminster Rd",357200,170000,51.42738146,-2.61699764,1.80,1.12,Estimated,"Estimated using previous year's AADF on this link",120,118,12503,270,1930,235,76,149,28,26,54,568,15389
