count_point_id,year,region_id,region_name,local_authority_id,local_authority_name,road_name,road_type,start_junction_road_name,end_junction_road_name,easting,northing,latitude,longitude,link_length_km,link_length_miles,estimation_method,estimation_method_detailed,pedal_cycles,two_wheeled_motor_vehicles,cars_and_taxis,buses_and_coaches,lgvs,hgvs_2_rigid_axle,hgvs_3_rigid_axle,hgvs_4_or_more_rigid_axle,hgvs_3_or_4_articulated_axle,hgvs_5_articulated_axle,hgvs_6_articulated_axle,all_hgvs,all_motor_vehicles
18376,2006,1,"South West",144,"Bristol, City of",A4,Major,"Water Lane",A4174,362000,170690,51.43392854,-2.54803533,0.60,0.37,Estimated,"Estimated using previous year's AADF on this link",185,993,23981,471,4090,0,773,145,61,23,155,1157,30692
17057,2006,1,"South West",144,"Bristol, City of",A420,Major,A431,A4017,364000,173850,51.46247167,-2.51958836,2.10,1.30,Estimated,"Estimated using previous year's AADF on this link",282,180,8939,195,1661,170,43,14,2,5,4,238,11213
17091,2006,1,"South West",144,"Bristol, City of",A432,Major,A4320,B4469,361300,175000,51.47263269,-2.55857757,1.70,1.06,Counted,"Manual count",196,275,9969,371,1241,148,15,3,3,8,5,182,12038
46408,2006,1,"South West",144,"Bristol, City of",A4044,Major,A38,"A4/B4053 roundabout",359300,172400,51.44911521,-2.58707101,0.40,0.25,Estimated,"Estimated using previous year's AADF on this link",393,232,6822,223,1313,202,37,31,5,6,18,299,8889
46388,2006,1,"South West",144,"Bristol, City of",A37,Major,B3122,A4,360000,171540,51.44143290,-2.57690094,1.40,0.87,Estimated,"Estimated using previous year's AADF on this link",548,423,12317,423,1859,178,24,18,7,21,15,263,15285
28727,2006,1,"South West",144,"Bristol, City of",A4162,Major,"Canford Lane",A4018,356855,177521,51.49497647,-2.62287983,0.30,0.19,Estimated,"Estimated using previous year's AADF on this link",52,107,5271,39,752,65,9,15,1,2,0,92,6261
7617,2006,1,"South West",144,"Bristol, City of",A4018,Major,A38,A4176,358020,173180,51.45603450,-2.60558218,2.60,1.62,Counted,"Manual count",1016,441,20353,960,2730,315,23,24,26,4,4,396,24880
26403,2006,1,"South West",144,"Bristol, City of",A38,Major,"St James Barton","Muller Road",359000,175000,51.47247022,-2.59169016,3.60,2.24,Estimated,"Estimated using previous year's AADF on this link",1517,298,10541,517,1634,215,15,6,3,7,6,252,13242
48663,2006,1,"South West",144,"Bristol, City of",A3029,Major,"A3029 Brunel Way","A3029 Merchants Road",357000,172233,51.44744325,-2.62014607,0.50,0.31,Counted,"Manual count",63,42,4084,41,240,59,9,8,0,1,3,80,4487
28726,2006,1,"South West",144,"Bristol, City of",A4,Major,A3029,"A4 split",357000,172591,51.45066203,-2.62018969,0.40,0.25,Counted,"Manual count",93,435,19281,489,1460,401,56,52,24,14,16,563,22228
57291,2006,1,"South West",144,"Bristol, City of",A4032,Major,A4044,M32,359900,173930,51.46291448,-2.57861134,0.80,0.50,Estimated,"Estimated using previous year's AADF on this link",6,858,48112,567,5696,685,117,131,88,185,196,1402,56635
26021,2006,1,"South West",144,"Bristol, City of",M5,Major,"Junction 18 M5","merge of feeder roads",352600,178100,51.49984054,-2.68424503,0.40,0.25,Counted,"Manual count",0,293,32212,418,6371,3229,584,686,330,916,2949,8694,47988
26128,2006,1,"South West",144,"Bristol, City of",A3029,Major,A4,A370,356750,172000,51.44532926,-2.62371470,0.50,0.31,Counted,"Manual count",172,722,49573,532,5102,719,168,217,86,221,191,1602,57531
27127,2006,1,"South West",144,"Bristol, City of",A420,Major,A4320,B4467,361000,173360,51.45786665,-2.56271514,1.30,0.81,Estimated,"Estimated using previous year's AADF on this link",609,465,16036,569,2564,291,47,32,14,35,16,435,20069
27678,2006,1,"South West",144,"Bristol, City of",A4018,Major,A4176,"B4056 Henleaze Rd",357340,175000,51.47234715,-2.61558862,1.30,0.81,Estimated,"Estimated using previous year's AADF on this link",501,125,14117,361,1685,289,37,76,9,6,2,419,16707
36133,2006,1,"South West",144,"Bristol, City of",A4,Major,"A4176 Bridge Valley road","A3029 Brunel Way",356540,173000,51.45430414,-2.62685937,1.10,0.68,Counted,"Manual count",272,549,30507,502,3898,852,173,182,69,160,341,1777,37233
26043,2006,1,"South West",144,"Bristol, City of",M32,Major,"Junction 2 M32","LA Boundary",362200,177000,51.49067589,-2.54583511,3.30,2.05,Counted,"Manual count",0,876,56763,579,7678,1516,282,530,234,677,551,3790,69686
58068,2006,1,"South West",144,"Bristol, City of",A38,Major,"Bedminster Rd",A3029,357600,170550,51.43235669,-2.61131067,0.20,0.12,Estimated,"Estimated using previous year's AADF on this link",298,483,19789,232,3366,550,82,126,52,92,77,979,24849
36410,2006,1,"South West",144,"Bristol, City of",A38,Major,"Kings Head Lane roundabout","Bedminster Rd",357200,170000,51.42738146,-2.61699764,1.80,1.12,Estimated,"Estimated using previous year's AADF on this link",107,97,11663,225,1613,281,74,171,17,24,19,586,14184
73295,2006,1,"South West",144,"Bristol, City of",A4018,Major,A4162,"LA Boundary",357330,178790,51.50642213,-2.61619197,2.50,1.55,Counted,"Manual count",76,143,16695,186,695,136,23,7,3,7,5,181,17900
74763,2006,1,"South West",144,"Bristol, City of",A3029,Major,"A369/A370 midpoint","A3029 Winterstoke Road",356620,171520,51.44100360,-2.62552617,0.20,0.12,Estimated,"Estimated using previous year's AADF on this link",20,42,4788,68,1040,153,44,26,8,10,17,258,6196
74765,2006,1,"South West",144,"Bristol, City of",A3029,Major,"A3029 Brunel Road",A370,357050,171880,51.44427323,-2.61938367,0.50,0.31,Estimated,"Estimated using previous year's AADF on this link",124,300,18237,61,2631,461,82,102,38,59,94,836,22065
74780,2006,1,"South West",144,"Bristol, City of",A3029,Major,"A3029 Brunel Way","A3029 Merchants Road",356900,172240,51.44749857,-2.62158580,0.30,0.19,Counted,"Manual count",37,69,1468,191,209,26,2,1,1,1,1,32,1969
74782,2006,1,"South West",144,"Bristol, City of",A4,Major,"A4 under Bristol Gate",A3029,357000,172370,51.44867502,-2.62016276,0.30,0.19,Estimated,"Estimated using previous year's AADF on this link",69,152,4742,52,891,137,27,16,4,4,0,188,6025
74760,2006,1,"South West",144,"Bristol, City of",A4,Major,"A4 Eagle Road","A4 Bristol Hill",361660,170880,51.43561388,-2.55294676,0.30,0.19,Estimated,"Estimated using previous year's AADF on this link",158,197,10788,272,3016,460,78,46,17,27,67,695,14968
74762,2006,1,"South West",144,"Bristol, City of",A3029,Major,"A369/A370 midpoint","A3029 Winterstoke Road",356657,171486,51.44070074,-2.62498968,0.10,0.06,Estimated,"Estimated using previous year's AADF on this link",79,104,7314,141,1679,177,46,28,10,9,10,280,9518
56033,2006,1,"South West",144,"Bristol, City of",M32,Major,A4320,2,360660,174600,51.46899199,-2.56774687,1.30,0.81,Estimated,"Estimated using previous year's AADF on this link",0,1110,65901,460,11291,2102,296,350,172,397,561,3878,82640
56135,2006,1,"South West",144,"Bristol, City of",A4,Major,"Merchants Rd",A38/A4108,358000,172567,51.45052151,-2.60579703,1.50,0.93,Estimated,"Estimated using previous year's AADF on this link",489,253,10574,645,1359,239,64,105,7,22,26,463,13294
36132,2006,1,"South West",144,"Bristol, City of",A4,Major,"Emery Rd","LA Boundary",363100,170000,51.42779756,-2.53214001,1.10,0.68,Estimated,"Estimated using previous year's AADF on this link",157,781,28503,373,4641,897,142,97,49,127,130,1442,35740
74625,2006,1,"South West",144,"Bristol, City of",A38,Major,A3029,"A38 West street",357750,170660,51.43335694,-2.60916622,0.20,0.12,Estimated,"Estimated using previous year's AADF on this link",116,386,20308,248,3773,549,91,218,22,63,107,1050,25765
74761,2006,1,"South West",144,"Bristol, City of",A4,Major,"A4 Bath Road","A4 Bristol Hill",361610,170800,51.43489120,-2.55365733,0.30,0.19,Estimated,"Estimated using previous year's AADF on this link",92,165,12948,288,3313,551,76,41,18,40,60,786,17500
74768,2006,1,"South West",144,"Bristol, City of",M32,Major,3,A4320,360200,174320,51.46644223,-2.57433726,0.20,0.12,Estimated,"Estimated from nearby links",0,888,52721,368,9032,1681,236,280,138,318,449,3102,66111
58069,2006,1,"South West",144,"Bristol, City of",A420,Major,A4017,"LA Boundary",364432,173922,51.46314644,-2.51337753,0.20,0.12,Counted,"Manual count",155,160,10292,252,1614,179,31,16,4,9,7,246,12564
36409,2006,1,"South West",144,"Bristol, City of",A4044,Major,A420,A4032,359459,173341,51.45758724,-2.58489125,0.50,0.31,Estimated,"Estimated using previous year's AADF on this link",425,1034,38677,996,5117,779,88,98,77,159,191,1392,47216
74766,2006,1,"South West",144,"Bristol, City of",A4032,Major,M32,A4320,360050,174140,51.46481324,-2.57647608,0.30,0.19,Estimated,"Estimated from nearby links",1,172,9622,113,1139,137,23,26,18,37,39,280,11326
74781,2006,1,"South West",144,"Bristol, City of",A3029,Major,"A3029 Brunel Lock Road/McAdam Way","A4 Merchants Road",357100,172270,51.44778352,-2.61871169,0.10,0.06,Estimated,"Estimated from nearby links",26,23,1471,31,210,27,4,5,0,1,1,38,1773
74770,2006,1,"South West",144,"Bristol, City of",A38,Major,A4018,"A38 Colston Avenue roundabout",358556,172848,51.45308908,-2.59782932,0.40,0.25,Estimated,"Estimated using previous year's AADF on this link",1282,576,20209,1192,2605,399,50,36,19,24,46,574,25156
27731,2006,1,"South West",144,"Bristol, City of",A4176,Major,A4,A4018,357000,174500,51.46782585,-2.62042246,2.20,1.37,Estimated,"Estimated using previous year's AADF on this link",190,201,17972,165,1771,211,25,27,9,6,11,289,20398
56375,2006,1,"South West",144,"Bristol, City of",A4044,Major,"A4/B4053 roundabout",A420,359505,172839,51.45307703,-2.58417158,0.70,0.43,Estimated,"Estimated using previous year's AADF on this link",422,1018,32262,659,4403,529,134,96,49,158,130,1096,39438
56400,2006,1,"South West",144,"Bristol, City of",A4044,Major,A4032,A38,359200,173540,51.45935780,-2.58864182,0.30,0.19,Counted,"Manual count",317,730,28657,1470,2675,538,57,69,30,53,34,781,34313
74771,2006,1,"South West",144,"Bristol, City of",A38,Major,"A38 Colston Street roundabout","A38 St Johns Bridge",358690,173200,51.45626375,-2.59594220,0.30,0.19,Estimated,"Estimated using previous year's AADF on this link",942,624,16312,2258,2839,356,56,87,12,11,59,581,22614
74772,2006,1,"South West",144,"Bristol, City of",A38,Major,"A38 St Johns Bridge",A4440,358992,173458,51.45860546,-2.59162594,0.50,0.31,Estimated,"Estimated using previous year's AADF on this link",936,519,22010,2881,3079,474,58,22,21,22,38,635,29124
28085,2006,1,"South West",144,"Bristol, City of",A4017,Major,A420,"LA Boundary",364367,174000,51.46384365,-2.51432102,0.30,0.19,Estimated,"Estimated using previous year's AADF on this link",54,62,3706,98,879,103,8,4,4,2,0,121,4866
58286,2006,1,"South West",144,"Bristol, City of",A4162,Major,"Canford Rd",A4018,356820,177400,51.49388589,-2.62336911,0.30,0.19,Estimated,"Estimated using previous year's AADF on this link",42,62,5066,204,636,62,5,1,2,0,0,70,6038
73301,2006,1,"South West",144,"Bristol, City of",A370,Major,"LA Boundary","A369/A3029 midpoint",356320,171380,51.43972174,-2.62982486,0.30,0.19,Estimated,"Estimated using previous year's AADF on this link",218,486,27111,339,2443,626,153,339,15,50,214,1397,31776
56122,2006,1,"South West",144,"Bristol, City of",A4,Major,A4162,A403,354064,176826,51.48850735,-2.66298967,3.50,2.17,Counted,"Manual count",129,272,16565,238,2308,660,150,185,85,250,177,1507,20890
27728,2006,1,"South West",144,"Bristol, City of",A4162,Major,A4,"Canford Rd",355000,177040,51.49050686,-2.64953712,2.50,1.55,Estimated,"Estimated using previous year's AADF on this link",39,66,3950,81,721,106,16,2,4,1,1,130,4948
27877,2006,1,"South West",144,"Bristol, City of",A4174,Major,A37,A4,361000,170060,51.42819597,-2.56235043,1.50,0.93,Counted,"Manual count",171,151,14751,113,1836,445,93,60,31,73,122,824,17675
28420,2006,1,"South West",144,"Bristol, City of",A432,Major,B4469,A4174,364000,176170,51.48333111,-2.51982550,2.70,1.68,Estimated,"Estimated using previous year's AADF on this link",281,100,9833,130,1482,137,9,1,6,6,8,167,11712
58285,2006,1,"South West",144,"Bristol, City of",A3029,Major,"A3029 Brunel Lock Road/McAdam Way","A4 midpoint",356840,172360,51.44857291,-2.62246380,0.30,0.19,Counted,"Manual count",117,696,44915,410,5688,874,143,244,103,250,172,1786,53495
963474,2006,1,"South West",144,"Bristol, City of",C,Minor,,,362000,172000,51.44570694,-2.54817638,,,Counted,"Manual count",39,133,4736,94,918,48,1,0,1,0,1,51,5932
968103,2006,1,"South West",144,"Bristol, City of",U,Minor,,,354100,178000,51.49906556,-2.66262429,,,Counted,"Manual count",42,17,2416,12,259,15,8,5,0,1,1,30,2734
70102,2006,1,"South West",144,"Bristol, City of",M5,Major,"merge of feeder roads",A4,352150,178250,51.50115115,-2.69074770,0.50,0.31,Estimated,"Estimated using previous year's AADF on this link",0,164,10081,19,4124,1845,544,475,391,1112,2129,6496,20884
70103,2006,1,"South West",144,"Bristol, City of",M5,Major,A4,"merge of feeder roads",352200,178000,51.49890769,-2.68999347,0.50,0.31,Estimated,"Estimated using previous year's AADF on this link",0,158,16442,59,3145,741,127,162,83,146,276,1535,21339
968105,2006,1,"South West",144,"Bristol, City of",U,Minor,,,360100,174000,51.46355803,-2.57574052,,,Counted,"Manual count",48,54,4483,35,791,147,10,50,4,5,8,224,5587
74767,2006,1,"South West",144,"Bristol, City of",M32,Major,A4032,A4230,360050,174140,51.46481324,-2.57647608,0.20,0.12,Estimated,"Estimated from nearby links",0,686,38489,454,4557,548,93,105,70,148,157,1121,45307
74769,2006,1,"South West",144,"Bristol, City of",A4320,Major,A4032,M32,360200,174320,51.46644223,-2.57433726,0.20,0.12,Estimated,"Estimated from nearby links",0,222,13180,92,2258,420,59,70,34,79,112,774,16526
37935,2006,1,"South West",144,"Bristol, City of",A4174,Major,A4174,A38,358100,170000,51.42744890,-2.60405339,2.40,1.49,Counted,"Manual count",167,335,15290,256,2707,404,60,42,46,120,66,738,19326
38142,2006,1,"South West",144,"Bristol, City of",A38,Major,"Bedminster Down Rd",A4174,357758,170488,51.43181108,-2.60903057,0.50,0.31,Estimated,"Estimated using previous year's AADF on this link",65,341,18680,235,3144,479,78,91,37,71,69,825,23225
28348,2006,1,"South West",144,"Bristol, City of",A420,Major,"Clarence Rd","Stapleton Rd",360040,173410,51.45824906,-2.57653728,0.20,0.12,Estimated,"Estimated using previous year's AADF on this link",278,223,10630,516,1698,192,18,11,3,1,7,232,13299
28416,2006,1,"South West",144,"Bristol, City of",A432,Major,A420,A4320,360230,173700,51.46086989,-2.57383546,0.60,0.37,Estimated,"Estimated using previous year's AADF on this link",693,84,5185,264,729,74,9,0,2,3,3,91,6353
963478,2006,1,"South West",144,"Bristol, City of",C,Minor,,,362000,168000,51.40974229,-2.54774600,,,Counted,"Manual count",16,74,4511,60,527,58,1,0,1,1,2,63,5235
70104,2006,1,"South West",144,"Bristol, City of",A4,Major,A403,M5,351770,178500,51.50336648,-2.69625604,0.50,0.31,Counted,"Manual count",33,186,10853,29,3016,1501,314,514,328,1162,871,4690,18774
70105,2006,1,"South West",144,"Bristol, City of",A4,Major,M5,M5,352140,178000,51.49890260,-2.69085775,0.60,0.37,Counted,"Manual count",90,163,7298,10,2090,589,112,121,58,146,183,1209,10770
70106,2006,1,"South West",144,"Bristol, City of",M49,Major,"M5 (18)","M5 (18A)",353710,178270,51.50146121,-2.66827771,1.10,0.68,Estimated,"Estimated using previous year's AADF on this link",0,112,10766,68,1844,713,118,90,178,475,890,2464,15254
37186,2006,1,"South West",144,"Bristol, City of",A432,Major,B4469,B4469,361600,175150,51.47400186,-2.55427486,0.30,0.19,Estimated,"Estimated using previous year's AADF on this link",318,502,25077,407,4437,509,63,13,28,64,85,762,31185
70105,2007,1,"South West",144,"Bristol, City of",A4,Major,M5,M5,352140,178000,51.49890260,-2.69085775,0.60,0.37,Estimated,"Estimated using previous year's AADF on this link",56,156,7181,10,2201,548,104,123,46,128,173,1122,10670
70106,2007,1,"South West",144,"Bristol, City of",M49,Major,"M5 (18)","M5 (18A)",353710,178270,51.50146121,-2.66827771,1.10,0.68,Estimated,"Estimated using previous year's AADF on this link",0,115,10841,77,1953,693,114,96,157,460,930,2450,15436
47131,2007,1,"South West",144,"Bristol, City of",A420,Major,B4467,A431,362000,173530,51.45946336,-2.54834124,0.80,0.50,Estimated,"Estimated using previous year's AADF on this link",212,478,13767,357,3894,300,34,22,5,6,11,378,18874
74782,2007,1,"South West",144,"Bristol, City of",A4,Major,"A4 under Bristol Gate",A3029,357000,172370,51.44867502,-2.62016276,0.30,0.19,Estimated,"Estimated using previous year's AADF on this link",43,146,4666,48,939,127,25,17,4,4,0,177,5976
70102,2007,1,"South West",144,"Bristol, City of",M5,Major,"merge of feeder roads",A4,352150,178250,51.50115115,-2.69074770,0.50,0.31,Estimated,"Estimated using previous year's AADF on this link",0,168,10152,21,4367,1795,528,508,342,1076,2227,6476,21184
57291,2007,1,"South West",144,"Bristol, City of",A4032,Major,A4044,M32,359900,173930,51.46291448,-2.57861134,0.70,0.43,Counted,"Manual count",12,810,41438,479,4652,869,126,113,58,201,200,1567,48946
48459,2007,1,"South West",144,"Bristol, City of",A4,Major,A4044,A370,359550,172320,51.44841389,-2.58346449,0.30,0.19,Estimated,"Estimated using previous year's AADF on this link",518,1365,33483,1430,5796,870,129,134,50,86,203,1472,43546
48663,2007,1,"South West",144,"Bristol, City of",A3029,Major,"A3029 Brunel Way","A3029 Merchants Road",357000,172233,51.44744325,-2.62014607,0.50,0.31,Estimated,"Estimated using previous year's AADF on this link",39,40,4019,37,252,55,8,8,0,1,2,74,4422
58068,2007,1,"South West",144,"Bristol, City of",A38,Major,"Bedminster Rd",A3029,357600,170550,51.43235669,-2.61131067,0.20,0.12,Estimated,"Estimated using previous year's AADF on this link",186,488,18859,223,3673,543,80,137,44,87,79,970,24213
58286,2007,1,"South West",144,"Bristol, City of",A4162,Major,"Canford Rd",A4018,356820,177400,51.49388589,-2.62336911,0.30,0.19,Counted,"Manual count",69,82,5502,205,566,68,12,1,3,0,0,84,6439
74493,2007,1,"South West",144,"Bristol, City of",A370,Major,A38,A4,359400,171970,51.44525625,-2.58558259,0.70,0.43,Estimated,"Estimated using previous year's AADF on this link",171,146,8257,157,2259,290,23,20,15,23,37,408,11227
74625,2007,1,"South West",144,"Bristol, City of",A38,Major,A3029,"A38 West street",357750,170660,51.43335694,-2.60916622,0.20,0.12,Estimated,"Estimated using previous year's AADF on this link",72,390,19353,238,4117,541,90,237,19,59,109,1055,25153
74761,2007,1,"South West",144,"Bristol, City of",A4,Major,"A4 Bath Road","A4 Bristol Hill",361610,170800,51.43489120,-2.55365733,0.30,0.19,Estimated,"Estimated using previous year's AADF on this link",58,158,12740,262,3489,512,70,42,15,35,57,731,17380
38142,2007,1,"South West",144,"Bristol, City of",A38,Major,"Bedminster Down Rd",A4174,357758,170488,51.43181108,-2.60903057,0.50,0.31,Estimated,"Estimated using previous year's AADF on this link",41,344,17802,226,3430,473,77,99,32,67,71,819,22621
963478,2007,1,"South West",144,"Bristol, City of",C,Minor,,,362000,168000,51.40974229,-2.54774600,,,Counted,"Manual count",34,68,4407,35,609,50,11,1,0,0,1,63,5182
73295,2007,1,"South West",144,"Bristol, City of",A4018,Major,A4162,"LA Boundary",357330,178790,51.50642213,-2.61619197,2.50,1.55,Estimated,"Estimated using previous year's AADF on this link",47,137,16428,169,732,126,22,7,3,7,5,170,17636
58285,2007,1,"South West",144,"Bristol, City of",A3029,Major,"A3029 Brunel Lock Road/McAdam Way","A4 midpoint",356840,172360,51.44857291,-2.62246380,0.30,0.19,Estimated,"Estimated using previous year's AADF on this link",73,704,42804,394,6205,862,141,265,88,236,176,1768,51875
56122,2007,1,"South West",144,"Bristol, City of",A4,Major,A4162,A403,354064,176826,51.48850735,-2.66298967,3.50,2.17,Counted,"Manual count",116,241,16137,224,2873,634,183,186,67,219,196,1485,20960
58069,2007,1,"South West",144,"Bristol, City of",A420,Major,A4017,"LA Boundary",364432,173922,51.46314644,-2.51337753,0.20,0.12,Estimated,"Estimated using previous year's AADF on this link",97,153,10127,230,1698,167,28,17,2,8,6,228,12436
77977,2007,1,"South West",144,"Bristol, City of",A4,Major,A4174,"Emery Rd",362500,170230,51.42982602,-2.54079412,0.60,0.37,Estimated,"Estimated from nearby links",257,969,29479,343,4597,815,151,106,50,138,117,1377,36765
56135,2007,1,"South West",144,"Bristol, City of",A4,Major,"Merchants Rd",A38/A4108,358000,172567,51.45052151,-2.60579703,1.50,0.93,Estimated,"Estimated using previous year's AADF on this link",305,242,10405,588,1431,223,59,107,6,20,24,439,13105
56033,2007,1,"South West",144,"Bristol, City of",M32,Major,A4320,2,360660,174600,51.46899199,-2.56774687,1.30,0.81,Counted,"Manual count",0,1194,80556,738,10094,2019,247,197,148,475,518,3604,96186
73301,2007,1,"South West",144,"Bristol, City of",A370,Major,"LA Boundary","A369/A3029 midpoint",356320,171380,51.43972174,-2.62982486,0.30,0.19,Estimated,"Estimated using previous year's AADF on this link",136,490,25837,327,2666,618,151,369,13,48,219,1418,30738
969256,2007,1,"South West",144,"Bristol, City of",U,Minor,,,359243,175210,51.47437594,-2.58821605,,,Counted,"Manual count",34,16,875,2,138,29,0,0,0,0,0,29,1060
930426,2007,1,"South West",144,"Bristol, City of",U,Minor,,,356840,175150,51.47365777,-2.62280529,,,Counted,"Manual count",304,223,11515,114,1140,97,4,3,0,0,0,104,13096
990068,2007,1,"South West",144,"Bristol, City of",B4465,Minor,,,362200,174140,51.46496137,-2.54552811,,,Counted,"Manual count",57,262,14539,231,2199,356,39,5,2,5,6,413,17644
930428,2007,1,"South West",144,"Bristol, City of",U,Minor,,,359440,173730,51.46108340,-2.58520945,,,Counted,"Manual count",314,67,3149,4,452,23,3,1,0,0,0,27,3699
930431,2007,1,"South West",144,"Bristol, City of",U,Minor,,,356640,172990,51.45422192,-2.62541905,,,Counted,"Manual count",30,18,2535,8,256,27,1,2,1,0,0,31,2848
930423,2007,1,"South West",144,"Bristol, City of",U,Minor,,,363890,174360,51.46705013,-2.52122394,,,Estimated,"Estimated using previous year's AADF on this link",83,222,10302,70,1737,117,17,4,2,4,3,147,12478
930425,2007,1,"South West",144,"Bristol, City of",U,Minor,,,356050,176850,51.48888139,-2.63439102,,,Counted,"Manual count",80,78,4306,81,277,34,4,2,0,1,0,41,4783
930427,2007,1,"South West",144,"Bristol, City of",U,Minor,,,357980,172160,51.44686067,-2.60603635,,,Counted,"Manual count",225,352,12258,93,1908,122,9,18,3,10,3,165,14776
930429,2007,1,"South West",144,"Bristol, City of",U,Minor,,,358860,178600,51.50482762,-2.59412643,,,Counted,"Manual count",205,332,14154,122,1533,176,45,30,6,2,2,261,16402
930430,2007,1,"South West",144,"Bristol, City of",U,Minor,,,357950,174260,51.46573960,-2.60671838,,,Counted,"Manual count",215,111,6740,10,594,44,5,0,0,0,0,49,7504
979124,2007,1,"South West",144,"Bristol, City of",U,Minor,,,359399,170795,51.43469165,-2.58546183,,,Counted,"Manual count",30,14,782,3,114,11,0,0,0,0,0,11,924
990510,2007,1,"South West",144,"Bristol, City of",B4054,Minor,,,352810,177330,51.49293521,-2.68111673,,,Counted,"Manual count",121,398,9962,261,1648,82,31,3,2,3,1,122,12391
930424,2007,1,"South West",144,"Bristol, City of",U,Minor,,,360450,176860,51.48929708,-2.57102377,,,Counted,"Manual count",153,84,4085,63,569,39,4,0,0,1,0,44,4845
930421,2007,1,"South West",144,"Bristol, City of",U,Minor,,,357240,169310,51.42118065,-2.61633885,,,Counted,"Manual count",59,227,10002,140,1727,166,39,10,6,4,3,228,12324
26404,2007,1,"South West",144,"Bristol, City of",A38,Major,A4044,A370,359050,172200,51.44729892,-2.59064514,0.40,0.25,Estimated,"Estimated using previous year's AADF on this link",377,473,15487,832,2677,295,35,52,3,8,12,405,19874
990069,2007,1,"South West",144,"Bristol, City of",B4056,Minor,,,357800,176670,51.48739669,-2.60916626,,,Counted,"Manual count",302,243,12736,170,1275,119,14,13,8,2,13,169,14593
996519,2007,1,"South West",144,"Bristol, City of",C,Minor,,,358900,176900,51.48954586,-2.59335157,,,Counted,"Manual count",106,269,8671,149,1142,85,7,0,1,0,1,94,10325
930422,2007,1,"South West",144,"Bristol, City of",U,Minor,,,360220,167760,51.40746197,-2.57331017,,,Counted,"Manual count",50,103,9623,160,1719,150,9,5,0,1,0,165,11770
966008,2007,1,"South West",144,"Bristol, City of",U,Minor,,,358333,176956,51.49000774,-2.60152417,,,Counted,"Manual count",17,8,524,1,34,4,0,0,0,0,0,4,571
966007,2007,1,"South West",144,"Bristol, City of",U,Minor,,,358020,171123,51.43753993,-2.60533748,,,Counted,"Manual count",73,22,944,0,150,1,0,0,0,0,0,1,1117
99508,2007,1,"South West",144,"Bristol, City of",A4,Major,A4320,"Eagle Rd",361450,171000,51.43667853,-2.55598076,0.90,0.56,Estimated,"Estimated using previous year's AADF on this link",179,622,17051,587,3083,593,119,45,29,92,107,985,22328
966011,2007,1,"South West",144,"Bristol, City of",U,Minor,,,361318,174898,51.47171684,-2.55830722,,,Counted,"Manual count",43,47,2070,6,252,18,2,0,0,0,0,20,2395
966010,2007,1,"South West",144,"Bristol, City of",U,Minor,,,361294,173293,51.45728449,-2.55847648,,,Counted,"Manual count",203,39,1707,1,160,15,2,0,0,0,0,17,1924
952443,2007,1,"South West",144,"Bristol, City of",U,Minor,,,362692,175983,51.48156473,-2.53864124,,,Counted,"Manual count",98,76,5937,93,583,13,6,2,0,0,0,21,6710
99507,2007,1,"South West",144,"Bristol, City of",A4320,Major,A4,A420,360500,173000,51.45459509,-2.56987090,2.20,1.37,Estimated,"Estimated using previous year's AADF on this link",70,452,21055,249,4853,928,179,148,35,119,283,1692,28301
99620,2007,1,"South West",144,"Bristol, City of",M5,Major,18,18A,353300,178320,51.50187694,-2.67419065,1.00,0.62,Counted,"Manual count",0,307,72052,421,9488,1584,508,206,278,953,3353,6882,89150
27127,2007,1,"South West",144,"Bristol, City of",A420,Major,A4320,B4467,361000,173360,51.45786665,-2.56271514,1.30,0.81,Estimated,"Estimated using previous year's AADF on this link",381,469,15283,547,2798,287,47,34,12,33,16,429,19526
73288,2005,1,"South West",144,"Bristol, City of",A431,Major,"LA Boundary",A420,363170,173350,51.45792253,-2.53148290,1.90,1.18,Counted,"Dependent on a neighbouring counted link",120,270,18996,252,2371,197,24,14,3,9,10,257,22146
73288,2002,1,"South West",144,"Bristol, City of",A431,Major,"LA Boundary",A420,363170,173350,51.45792253,-2.53148290,1.90,1.18,Counted,"Dependent on a neighbouring counted link",142,324,19033,246,2085,261,18,5,12,18,4,318,22006
73294,2012,1,"South West",144,"Bristol, City of",A38,Major,"Muller Rd","LA Boundary",359702,177520,51.49517818,-2.58187207,1.40,0.87,Estimated,"Estimated using previous year's AADF on this link",776,336,14547,222,1725,131,27,15,17,21,9,221,17051
73292,2011,1,"South West",144,"Bristol, City of",A4017,Major,A432,"LA Boundary",364174,176315,51.48464590,-2.51733461,0.20,0.12,Estimated,"Estimated using previous year's AADF on this link",191,66,8133,104,1335,97,12,3,5,5,2,124,9762
73288,2011,1,"South West",144,"Bristol, City of",A431,Major,"LA Boundary",A420,363170,173350,51.45792253,-2.53148290,1.90,1.18,Estimated,"Estimated using previous year's AADF on this link",231,232,18952,253,2572,144,36,10,4,8,3,205,22214
900081,2013,1,"South West",144,"Bristol, City of",U,Minor,,,360653,170957,51.43623695,-2.56744124,,,Counted,"Manual count",32,9,1159,1,186,4,0,0,0,0,0,4,1358
946743,2013,1,"South West",144,"Bristol, City of",B4053,Minor,,,359243,172727,51.45205118,-2.58792898,,,Counted,"Manual count",475,198,6917,901,939,131,20,5,0,2,0,157,9113
