,Fuel Type,Emissions CO [mg/km],THC Emissions [mg/km],Emissions NOx [mg/km],THC + NOx Emissions [mg/km]
4037,Petrol Electric,269.0,10.0,24.0,34.0
4038,Petrol Electric,269.0,10.0,24.0,34.0
4039,Petrol Electric,269.0,10.0,24.0,34.0
4040,Petrol Electric,291.0,11.0,30.0,41.0
4041,Petrol Electric,291.0,11.0,30.0,41.0
4042,Petrol Electric,291.0,11.0,30.0,41.0
4043,Petrol Electric,291.0,11.0,30.0,41.0
4044,Petrol Electric,309.0,11.0,32.0,43.0
4045,Petrol Electric,309.0,11.0,32.0,43.0
4046,Petrol Electric,309.0,11.0,32.0,43.0
4047,Petrol Electric,309.0,11.0,32.0,43.0
4048,Petrol Electric,309.0,11.0,32.0,43.0
4049,Petrol Electric,309.0,11.0,32.0,43.0
4050,Electricity / Petrol,81.0,6.0,11.0,17.0
4051,Electricity / Petrol,81.0,6.0,11.0,17.0
4052,Electricity / Petrol,81.0,6.0,11.0,17.0
4053,Electricity / Petrol,81.0,6.0,11.0,17.0
4054,Electricity / Petrol,81.0,6.0,11.0,17.0
4055,Electricity / Petrol,81.0,6.0,11.0,17.0
4056,Electricity / Petrol,81.0,6.0,11.0,17.0
4057,Electricity / Petrol,81.0,6.0,11.0,17.0
4058,Electricity / Petrol,81.0,6.0,11.0,17.0
4059,Electricity / Petrol,81.0,6.0,11.0,17.0
4060,Electricity / Petrol,81.0,6.0,11.0,17.0
4061,Electricity / Petrol,81.0,6.0,11.0,17.0
4062,Electricity / Petrol,81.0,6.0,11.0,17.0
4063,Electricity / Petrol,81.0,6.0,11.0,17.0
4064,Petrol,280.0,31.0,18.0,49.0
4065,Petrol,280.0,31.0,18.0,49.0
4066,Petrol,274.0,27.0,16.0,43.0
4067,Petrol,274.0,27.0,16.0,43.0
4068,Petrol,238.0,35.0,24.0,59.0
4069,Petrol,238.0,35.0,24.0,59.0
4070,Petrol,238.0,35.0,24.0,59.0
4071,Petrol,238.0,35.0,24.0,59.0
4072,Petrol,274.0,27.0,16.0,43.0
4073,Petrol,274.0,27.0,16.0,43.0
4074,Petrol,238.0,35.0,24.0,59.0
4075,Petrol,238.0,35.0,24.0,59.0
4076,Petrol,274.0,27.0,16.0,43.0
4077,Petrol,274.0,27.0,16.0,43.0
4078,Petrol,238.0,35.0,24.0,59.0
4079,Petrol,238.0,35.0,24.0,59.0
4080,Petrol,238.0,35.0,24.0,59.0
4081,Petrol,238.0,35.0,24.0,59.0
4082,Diesel Electric,241.0,26.0,42.0,68.0
4083,Diesel Electric,241.0,26.0,42.0,68.0
4084,Diesel Electric,241.0,26.0,42.0,68.0
4085,Diesel Electric,241.0,26.0,42.0,68.0
4086,Diesel Electric,241.0,26.0,42.0,68.0
4087,Diesel Electric,241.0,26.0,42.0,68.0
4088,Diesel Electric,241.0,26.0,42.0,68.0
4089,Diesel Electric,241.0,26.0,42.0,68.0
4090,Diesel Electric,241.0,26.0,42.0,68.0
4091,Diesel Electric,241.0,26.0,42.0,68.0
4092,Petrol Electric,429.0,14.0,24.0,33.0
4093,Petrol Electric,429.0,14.0,24.0,33.0
4094,Petrol Electric,429.0,14.0,24.0,33.0
4095,Petrol Electric,429.0,14.0,24.0,33.0
4096,Petrol Electric,429.0,14.0,24.0,33.0
4097,Petrol Electric,429.0,14.0,24.0,33.0
4098,Petrol Electric,429.0,14.0,24.0,33.0
4099,Petrol Electric,429.0,14.0,24.0,33.0
4100,Petrol Electric,429.0,14.0,24.0,33.0
4101,Petrol Electric,429.0,14.0,24.0,33.0
4102,Petrol Electric,403.0,13.0,31.0,44.0
4103,Petrol Electric,403.0,13.0,31.0,44.0
4104,Petrol Electric,403.0,13.0,31.0,44.0
4105,Petrol Electric,403.0,13.0,31.0,44.0
4106,Petrol Electric,403.0,13.0,31.0,44.0
4107,Petrol Electric,403.0,13.0,31.0,44.0
4108,Petrol Electric,403.0,13.0,31.0,44.0
4109,Petrol Electric,403.0,13.0,31.0,44.0
4110,Petrol Electric,403.0,13.0,31.0,44.0
4111,Petrol Electric,403.0,13.0,31.0,44.0
4112,Petrol Electric,569.0,14.0,24.0,38.0
4113,Petrol Electric,569.0,14.0,24.0,38.0
4114,Petrol Electric,569.0,14.0,24.0,38.0
4115,Petrol Electric,569.0,14.0,24.0,38.0
4116,Electricity / Petrol,677.0,6.0,7.0,13.0
4117,Electricity / Petrol,677.0,6.0,7.0,13.0
4118,Electricity / Petrol,677.0,6.0,7.0,13.0
4119,Electricity / Petrol,677.0,6.0,7.0,13.0
4120,Electricity / Petrol,677.0,6.0,7.0,13.0
4121,Electricity / Petrol,677.0,6.0,7.0,13.0
4122,Electricity / Petrol,645.0,6.0,6.0,12.0
4123,Electricity / Petrol,645.0,6.0,6.0,12.0
4124,Electricity / Petrol,677.0,6.0,7.0,13.0
4125,Electricity / Petrol,677.0,6.0,7.0,13.0
4126,Electricity / Petrol,645.0,6.0,6.0,12.0
4127,Electricity / Petrol,645.0,6.0,6.0,12.0
4128,Electricity / Petrol,706.0,6.0,9.0,14.0
4129,Electricity / Petrol,706.0,6.0,9.0,14.0
4130,Electricity / Petrol,706.0,6.0,9.0,14.0
4131,Electricity / Petrol,706.0,6.0,9.0,14.0
4132,Electricity / Petrol,706.0,6.0,9.0,14.0
4133,Electricity / Petrol,706.0,6.0,9.0,14.0
4134,Electricity / Petrol,706.0,6.0,9.0,14.0
4135,Electricity / Petrol,706.0,6.0,9.0,14.0
4136,Electricity / Petrol,706.0,6.0,9.0,14.0
4137,Electricity / Petrol,706.0,6.0,9.0,14.0
4138,Petrol,302.0,40.0,18.0,35.83783783783784
4139,Electricity / Petrol,425.0,19.0,16.0,35.83783783783784
4140,Petrol,611.0,23.0,19.0,35.83783783783784
4141,Petrol,587.0,21.0,18.0,35.83783783783784
4142,Petrol,251.0,14.0,9.0,35.83783783783784
4143,Petrol,231.0,13.0,7.0,35.83783783783784
4144,Petrol,392.0,20.0,25.0,35.83783783783784
4145,Diesel,48.0,39.0,12.0,52.0
4146,Diesel,42.0,32.0,13.0,44.0
4147,Petrol,264.0,15.0,17.0,35.83783783783784
4148,Petrol,316.0,31.0,16.0,35.83783783783784
4149,Petrol,316.0,31.0,16.0,35.83783783783784
4150,Petrol,437.0,23.0,25.0,35.83783783783784
4151,Petrol,437.0,23.0,25.0,35.83783783783784
4152,Petrol,319.0,8.0,5.0,35.83783783783784
4153,Petrol,319.0,8.0,5.0,35.83783783783784
4154,Diesel,42.0,15.353407290015848,38.0,43.0
4155,Diesel,42.0,15.353407290015848,38.0,43.0
4156,Diesel,40.0,15.353407290015848,33.0,36.0
4157,Diesel,40.0,15.353407290015848,33.0,36.0
4158,Diesel,241.0,15.353407290015848,27.0,52.0
4159,Diesel,241.0,15.353407290015848,27.0,52.0
4160,Electricity / Petrol,387.0,18.0,8.0,35.83783783783784
4161,Petrol,319.0,8.0,5.0,35.83783783783784
4162,Petrol,319.0,8.0,5.0,35.83783783783784
4163,Diesel,42.0,15.353407290015848,38.0,43.0
4164,Diesel,42.0,15.353407290015848,38.0,43.0
4165,Diesel,40.0,15.353407290015848,33.0,36.0
4166,Diesel,40.0,15.353407290015848,33.0,36.0
4167,Diesel,241.0,15.353407290015848,27.0,52.0
4168,Diesel,241.0,15.353407290015848,27.0,52.0
4169,Electricity / Petrol,465.0,20.0,8.0,35.83783783783784
4170,Electricity / Petrol,465.0,20.0,8.0,35.83783783783784
4171,Diesel,81.0,15.353407290015848,37.0,47.0
4172,Diesel,81.0,15.353407290015848,37.0,47.0
4173,Diesel,168.0,15.353407290015848,58.0,101.0
4174,Diesel,168.0,15.353407290015848,58.0,101.0
4175,Diesel,168.0,15.353407290015848,63.0,96.0
4176,Diesel,168.0,15.353407290015848,63.0,96.0
4177,Diesel,81.0,15.353407290015848,37.0,47.0
4178,Diesel,81.0,15.353407290015848,37.0,47.0
4179,Petrol,337.0,23.0,31.0,35.83783783783784
4180,Petrol,337.0,23.0,31.0,35.83783783783784
4181,Diesel,113.0,15.353407290015848,70.0,117.0
4182,Diesel,113.0,15.353407290015848,70.0,117.0
4183,Electricity / Petrol,180.0,11.0,5.0,35.83783783783784
4184,Electricity / Petrol,128.0,15.0,8.0,35.83783783783784
4185,Electricity,0.0,0.0,0.0,35.83783783783784
4186,Petrol,105.0,18.0,15.0,35.83783783783784
4187,Petrol,105.0,18.0,15.0,35.83783783783784
4188,Petrol,121.0,24.0,22.0,35.83783783783784
4189,Petrol,105.0,18.0,15.0,35.83783783783784
4190,Petrol,105.0,18.0,15.0,35.83783783783784
4191,Diesel,113.0,15.353407290015848,41.0,91.0
4192,Petrol,539.0,18.0,6.0,35.83783783783784
4193,Diesel,153.0,15.353407290015848,57.0,105.0
4194,Diesel,153.0,15.353407290015848,57.0,105.0
4195,Diesel,132.0,15.353407290015848,38.0,84.0
4196,Diesel,104.0,15.353407290015848,39.0,86.0
4197,Diesel,104.0,15.353407290015848,39.0,86.0
4198,Petrol,161.0,18.0,14.0,35.83783783783784
4199,Petrol,161.0,18.0,14.0,35.83783783783784
4200,Petrol,121.0,24.0,22.0,35.83783783783784
4201,Petrol,101.0,13.0,16.0,35.83783783783784
4202,Petrol,105.0,18.0,15.0,35.83783783783784
4203,Petrol,105.0,18.0,15.0,35.83783783783784
4204,Petrol,249.0,28.0,21.0,35.83783783783784
4205,Petrol,353.0,27.0,25.0,35.83783783783784
4206,Petrol,187.0,25.0,42.0,35.83783783783784
4207,Petrol,353.0,27.0,25.0,35.83783783783784
4208,Electricity,146.30078125,15.353407290015848,15.177588466579293,35.83783783783784
4209,Electricity,146.30078125,15.353407290015848,15.177588466579293,35.83783783783784
4210,Electricity,146.30078125,15.353407290015848,15.177588466579293,35.83783783783784
4211,Electricity,146.30078125,15.353407290015848,15.177588466579293,35.83783783783784
4212,Electricity,146.30078125,15.353407290015848,15.177588466579293,35.83783783783784
4213,Electricity,146.30078125,15.353407290015848,15.177588466579293,35.83783783783784
4214,Electricity,146.30078125,15.353407290015848,15.177588466579293,35.83783783783784
4215,Electricity,146.30078125,15.353407290015848,15.177588466579293,35.83783783783784
4216,Electricity,146.30078125,15.353407290015848,15.177588466579293,35.83783783783784
4217,Electricity,146.30078125,15.353407290015848,15.177588466579293,35.83783783783784
4218,Electricity,146.30078125,15.353407290015848,15.177588466579293,35.83783783783784
4219,Electricity,146.30078125,15.353407290015848,15.177588466579293,35.83783783783784
4220,Electricity,146.30078125,15.353407290015848,15.177588466579293,35.83783783783784
4221,Petrol Electric,160.0,23.0,3.0,35.83783783783784
4222,Petrol Electric,160.0,23.0,3.0,35.83783783783784
4223,Petrol Electric,160.0,23.0,3.0,35.83783783783784
4224,Petrol Electric,160.0,23.0,3.0,35.83783783783784
4225,Diesel,132.0,15.353407290015848,38.0,73.0
4226,Diesel,132.0,15.353407290015848,38.0,73.0
4227,Diesel,104.0,15.353407290015848,22.0,62.0
4228,Diesel,132.0,15.353407290015848,38.0,73.0
4229,Diesel,132.0,15.353407290015848,38.0,73.0
4230,Diesel,104.0,15.353407290015848,22.0,62.0
4231,Diesel,104.0,15.353407290015848,22.0,62.0
4232,Petrol,250.0,24.0,22.0,0.0
4233,Petrol,348.0,30.0,13.0,35.83783783783784
4234,Petrol,12.0,22.0,17.0,35.83783783783784
4235,Petrol,348.0,30.0,13.0,35.83783783783784
4236,Petrol,12.0,22.0,17.0,35.83783783783784
4237,Petrol,441.0,30.0,19.0,35.83783783783784
4238,Petrol,441.0,30.0,19.0,35.83783783783784
4239,Petrol,441.0,30.0,19.0,35.83783783783784
4240,Petrol,348.0,30.0,13.0,35.83783783783784
4241,Petrol,447.0,24.0,19.0,35.83783783783784
4242,Petrol,441.0,30.0,19.0,35.83783783783784
4243,Petrol,348.0,30.0,13.0,35.83783783783784
4244,Petrol,447.0,24.0,19.0,35.83783783783784
4245,Petrol,348.0,30.0,13.0,35.83783783783784
4246,Petrol,447.0,24.0,19.0,35.83783783783784
4247,Petrol,348.0,30.0,13.0,35.83783783783784
4248,Petrol,447.0,24.0,19.0,35.83783783783784
4249,Petrol,348.0,30.0,13.0,35.83783783783784
4250,Petrol,291.0,22.0,13.0,35.83783783783784
4251,Petrol,291.0,22.0,13.0,35.83783783783784
4252,Petrol,291.0,22.0,13.0,35.83783783783784
4253,Petrol,313.0,29.0,21.0,35.83783783783784
4254,Petrol,291.0,22.0,13.0,35.83783783783784
4255,Petrol,313.0,29.0,21.0,35.83783783783784
4256,Petrol,291.0,22.0,13.0,35.83783783783784
4257,Petrol,313.0,29.0,21.0,35.83783783783784
4258,Petrol,116.0,19.0,26.0,35.83783783783784
4259,Petrol,116.0,19.0,26.0,35.83783783783784
4260,Petrol,324.0,25.0,12.0,35.83783783783784
4261,Petrol,313.0,29.0,21.0,35.83783783783784
4262,Petrol,324.0,25.0,12.0,35.83783783783784
4263,Petrol,313.0,29.0,21.0,35.83783783783784
4264,Petrol,359.0,18.0,8.0,35.83783783783784
4265,Petrol,101.0,13.0,16.0,35.83783783783784
4266,Petrol,105.0,18.0,15.0,35.83783783783784
4267,Petrol,105.0,18.0,15.0,35.83783783783784
4268,Diesel,113.0,15.353407290015848,41.0,91.0
4269,Diesel,108.0,15.353407290015848,36.0,88.0
4270,Diesel,108.0,15.353407290015848,36.0,88.0
4271,Petrol,101.0,13.0,16.0,35.83783783783784
4272,Petrol,105.0,18.0,15.0,35.83783783783784
4273,Petrol,105.0,18.0,15.0,35.83783783783784
4274,Petrol,353.0,26.0,25.0,35.83783783783784
4275,Petrol,187.0,25.0,42.0,35.83783783783784
4276,Petrol,569.0,28.0,9.0,35.83783783783784
4277,Petrol,187.0,25.0,42.0,35.83783783783784
4278,Petrol,469.0,27.0,19.0,35.83783783783784
4279,Petrol,469.0,27.0,19.0,35.83783783783784
4280,Petrol,86.0,13.0,12.0,35.83783783783784
4281,Petrol,469.0,27.0,19.0,35.83783783783784
4282,Petrol,437.0,25.0,19.0,35.83783783783784
4283,Petrol,86.0,13.0,12.0,35.83783783783784
4284,Petrol,59.0,10.0,12.0,35.83783783783784
4285,Petrol,42.0,12.0,17.0,35.83783783783784
4286,Petrol,59.0,10.0,12.0,35.83783783783784
4287,Petrol,327.0,38.0,14.0,35.83783783783784
4288,Petrol,110.0,18.0,30.0,35.83783783783784
4289,Petrol,144.0,23.0,27.0,35.83783783783784
4290,Petrol,327.0,38.0,14.0,35.83783783783784
4291,Petrol,74.0,22.0,27.0,35.83783783783784
4292,Petrol,112.0,22.0,25.0,35.83783783783784
4293,Petrol,74.0,22.0,27.0,35.83783783783784
4294,Diesel,90.0,15.353407290015848,33.0,53.0
4295,Diesel,79.0,15.353407290015848,52.0,74.0
4296,Diesel,79.0,15.353407290015848,52.0,74.0
4297,Diesel,90.0,15.353407290015848,33.0,53.0
4298,Diesel,79.0,15.353407290015848,52.0,74.0
4299,Diesel,90.0,15.353407290015848,33.0,53.0
4300,Diesel,90.0,15.353407290015848,33.0,53.0
4301,Petrol Electric,98.0,12.0,8.0,35.83783783783784
4302,Diesel,38.0,15.353407290015848,51.0,87.0
4303,Petrol Electric,98.0,12.0,8.0,35.83783783783784
4304,Petrol,292.0,13.0,29.0,35.83783783783784
4305,Petrol,292.0,13.0,29.0,35.83783783783784
4306,Diesel,51.0,15.353407290015848,15.0,33.0
4307,Diesel,51.0,15.353407290015848,15.0,33.0
4308,Petrol,156.0,9.0,39.0,35.83783783783784
4309,Petrol,437.0,25.0,19.0,35.83783783783784
4310,Petrol,437.0,25.0,19.0,35.83783783783784
4311,Petrol,124.0,27.0,27.0,35.83783783783784
4312,Diesel,108.0,29.0,33.0,73.0
4313,Petrol,124.0,27.0,27.0,35.83783783783784
4314,Petrol,96.0,14.0,12.0,35.83783783783784
4315,Petrol,124.0,27.0,27.0,35.83783783783784
4316,Petrol,321.0,22.0,18.0,35.83783783783784
4317,Petrol,145.0,24.0,27.0,35.83783783783784
4318,Petrol Electric,79.0,16.0,25.0,35.83783783783784
4319,Petrol Electric,89.0,24.0,18.0,35.83783783783784
4320,Petrol Electric,79.0,16.0,25.0,35.83783783783784
4321,Petrol Electric,89.0,24.0,18.0,35.83783783783784
4322,Petrol Electric,79.0,16.0,25.0,35.83783783783784
4323,Petrol Electric,89.0,24.0,18.0,35.83783783783784
4324,Petrol,387.0,26.0,24.0,35.83783783783784
4325,Petrol,387.0,26.0,24.0,35.83783783783784
4326,Petrol,387.0,26.0,24.0,35.83783783783784
4327,Petrol,569.0,43.0,28.0,35.83783783783784
4328,Petrol,473.0,39.0,47.0,35.83783783783784
4329,Petrol,473.0,39.0,47.0,35.83783783783784
4330,Petrol,569.0,43.0,28.0,35.83783783783784
4331,Petrol Electric,191.0,20.0,5.0,25.0
4332,Petrol Electric,191.0,20.0,5.0,25.0
4333,Petrol Electric,191.0,20.0,5.0,25.0
4334,Petrol Electric,191.0,20.0,5.0,25.0
4335,Petrol Electric,191.0,20.0,5.0,25.0
4336,Petrol Electric,281.0,20.0,5.0,25.0
4337,Petrol Electric,191.0,20.0,5.0,25.0
4338,Petrol Electric,191.0,20.0,5.0,25.0
4339,Petrol Electric,191.0,20.0,5.0,25.0
4340,Petrol Electric,191.0,20.0,5.0,25.0
4341,Petrol Electric,281.0,20.0,5.0,25.0
4342,Petrol Electric,191.0,20.0,5.0,25.0
4343,Petrol Electric,281.0,20.0,5.0,25.0
4344,Petrol Electric,191.0,20.0,5.0,25.0
4345,Petrol Electric,191.0,20.0,5.0,25.0
4346,Petrol Electric,191.0,20.0,5.0,25.0
4347,Petrol Electric,191.0,20.0,5.0,25.0
4348,Petrol Electric,281.0,20.0,5.0,25.0
4349,Petrol Electric,191.0,20.0,5.0,25.0
4350,Petrol Electric,191.0,20.0,5.0,25.0
4351,Electricity,0.0,15.353407290015848,15.177588466579293,35.83783783783784
4352,Electricity,0.0,15.353407290015848,15.177588466579293,35.83783783783784
4353,Electricity,0.0,15.353407290015848,15.177588466579293,35.83783783783784
4354,Electricity,0.0,15.353407290015848,15.177588466579293,35.83783783783784
4355,Petrol Electric,119.0,9.0,6.0,15.0
4356,Petrol Electric,119.0,9.0,6.0,15.0
4357,Petrol Electric,119.0,9.0,6.0,15.0
4358,Petrol Electric,119.0,9.0,6.0,15.0
4359,Petrol Electric,119.0,9.0,6.0,15.0
4360,Petrol Electric,119.0,9.0,6.0,15.0
4361,Petrol Electric,119.0,9.0,6.0,15.0
4362,Petrol Electric,119.0,9.0,6.0,15.0
4363,Petrol Electric,119.0,9.0,6.0,15.0
4364,Petrol Electric,119.0,9.0,6.0,15.0
4365,Petrol Electric,119.0,9.0,6.0,15.0
4366,Petrol Electric,119.0,9.0,6.0,15.0
4367,Petrol Electric,119.0,9.0,6.0,15.0
4368,Petrol Electric,119.0,9.0,6.0,15.0
4369,Petrol Electric,119.0,9.0,6.0,15.0
4370,Petrol Electric,125.0,31.0,7.0,39.0
4371,Petrol Electric,125.0,31.0,7.0,39.0
4372,Petrol Electric,125.0,31.0,7.0,39.0
4373,Petrol Electric,125.0,31.0,7.0,39.0
4374,Petrol Electric,125.0,31.0,7.0,39.0
4375,Petrol Electric,125.0,31.0,7.0,39.0
4376,Petrol Electric,125.0,31.0,7.0,39.0
4377,Petrol Electric,125.0,31.0,7.0,39.0
4378,Petrol Electric,125.0,31.0,7.0,39.0
4379,Petrol Electric,125.0,31.0,7.0,39.0
4380,Petrol Electric,125.0,31.0,7.0,39.0
4381,Petrol Electric,125.0,31.0,7.0,39.0
4382,Petrol Electric,125.0,31.0,7.0,39.0
4383,Petrol Electric,125.0,31.0,7.0,39.0
4384,Petrol Electric,125.0,31.0,7.0,39.0
4385,Petrol Electric,125.0,31.0,7.0,39.0
4386,Petrol Electric,125.0,31.0,7.0,39.0
4387,Petrol Electric,125.0,31.0,7.0,39.0
4388,Petrol Electric,125.0,31.0,7.0,39.0
4389,Petrol Electric,125.0,31.0,7.0,39.0
4390,Petrol Electric,125.0,31.0,7.0,39.0
4391,Petrol Electric,125.0,31.0,7.0,39.0
4392,Petrol Electric,125.0,31.0,7.0,39.0
4393,Petrol Electric,125.0,31.0,7.0,39.0
4394,Petrol Electric,110.0,17.0,9.0,26.0
4395,Petrol Electric,110.0,17.0,9.0,26.0
4396,Petrol Electric,110.0,17.0,9.0,26.0
4397,Petrol Electric,110.0,17.0,9.0,26.0
4398,Petrol Electric,110.0,17.0,9.0,26.0
4399,Petrol Electric,110.0,17.0,9.0,26.0
4400,Petrol Electric,110.0,17.0,9.0,26.0
4401,Petrol Electric,110.0,17.0,9.0,26.0
4402,Petrol Electric,110.0,17.0,9.0,26.0
4403,Petrol Electric,110.0,17.0,9.0,26.0
4404,Petrol Electric,110.0,17.0,9.0,26.0
4405,Petrol Electric,110.0,17.0,9.0,26.0
4406,Petrol Electric,110.0,17.0,9.0,26.0
4407,Petrol Electric,110.0,17.0,9.0,26.0
4408,Petrol Electric,110.0,17.0,9.0,26.0
4409,Petrol Electric,110.0,17.0,9.0,26.0
4410,Petrol Electric,201.0,20.0,4.0,24.0
4411,Petrol Electric,201.0,20.0,4.0,24.0
4412,Petrol Electric,201.0,20.0,4.0,24.0
4413,Petrol Electric,201.0,20.0,4.0,24.0
4414,Petrol Electric,201.0,20.0,4.0,24.0
4415,Petrol Electric,201.0,20.0,4.0,24.0
4416,Petrol Electric,201.0,20.0,4.0,24.0
4417,Petrol Electric,201.0,20.0,4.0,24.0
4418,Petrol Electric,201.0,20.0,4.0,24.0
4419,Petrol Electric,201.0,20.0,4.0,24.0
4420,Petrol Electric,201.0,20.0,4.0,24.0
4421,Petrol Electric,201.0,20.0,4.0,24.0
4422,Petrol Electric,201.0,20.0,4.0,24.0
4423,Petrol Electric,201.0,20.0,4.0,24.0
4424,Petrol Electric,201.0,20.0,4.0,24.0
4425,Petrol Electric,201.0,20.0,4.0,24.0
4426,Petrol Electric,201.0,20.0,4.0,24.0
4427,Petrol Electric,201.0,20.0,4.0,24.0
4428,Petrol Electric,201.0,20.0,4.0,24.0
4429,Petrol,162.0,21.0,5.0,27.0
4430,Petrol,162.0,21.0,5.0,27.0
4431,Petrol,162.0,21.0,5.0,27.0
4432,Petrol Electric,327.0,33.0,2.0,35.0
4433,Petrol Electric,327.0,33.0,2.0,35.0
4434,Petrol Electric,381.0,27.0,5.0,32.0
4435,Petrol Electric,327.0,33.0,2.0,35.0
4436,Petrol Electric,381.0,27.0,5.0,32.0
4437,Petrol Electric,381.0,27.0,5.0,32.0
4438,Petrol Electric,381.0,27.0,5.0,32.0
4439,Petrol Electric,381.0,27.0,5.0,32.0
4440,Petrol,112.0,15.0,7.0,22.0
4441,Petrol,112.0,15.0,7.0,22.0
4442,Petrol,112.0,15.0,7.0,22.0
4443,Petrol,112.0,15.0,7.0,22.0
4444,Petrol,112.0,15.0,7.0,22.0
4445,Petrol Electric,276.0,33.0,7.0,40.0
4446,Petrol Electric,276.0,33.0,7.0,40.0
4447,Petrol Electric,276.0,33.0,7.0,40.0
4448,Petrol Electric,336.0,25.0,4.0,29.0
4449,Petrol,109.0,17.0,17.0,34.0
4450,Petrol,109.0,17.0,17.0,34.0
4451,Petrol,109.0,17.0,17.0,34.0
4452,Petrol,285.0,15.0,19.0,35.83783783783784
4453,Petrol,163.0,14.0,24.0,35.83783783783784
4454,Petrol,151.0,14.0,9.0,35.83783783783784
4455,Petrol,151.0,14.0,9.0,35.83783783783784
4456,Petrol,151.0,14.0,9.0,35.83783783783784
4457,Petrol,151.0,14.0,9.0,35.83783783783784
4458,Petrol,151.0,14.0,9.0,35.83783783783784
4459,Petrol,151.0,14.0,9.0,35.83783783783784
4460,Petrol,151.0,14.0,9.0,35.83783783783784
4461,Petrol,317.0,28.0,16.0,35.83783783783784
4462,Petrol,317.0,28.0,16.0,35.83783783783784
4463,Petrol,152.0,13.0,10.0,35.83783783783784
4464,Petrol,152.0,13.0,10.0,35.83783783783784
4465,Petrol,152.0,13.0,10.0,35.83783783783784
4466,Petrol,152.0,13.0,10.0,35.83783783783784
4467,Petrol,163.0,14.0,24.0,35.83783783783784
4468,Petrol,163.0,14.0,24.0,35.83783783783784
4469,Petrol,163.0,14.0,24.0,35.83783783783784
4470,Petrol,163.0,14.0,24.0,35.83783783783784
4471,Petrol,285.0,15.0,19.0,35.83783783783784
4472,Petrol,122.0,12.0,10.0,35.83783783783784
4473,Petrol,217.0,18.0,15.0,35.83783783783784
4474,Petrol,217.0,18.0,15.0,35.83783783783784
4475,Petrol,217.0,18.0,15.0,35.83783783783784
4476,Petrol,217.0,18.0,15.0,35.83783783783784
4477,Petrol,217.0,18.0,15.0,35.83783783783784
4478,Petrol,217.0,18.0,15.0,35.83783783783784
4479,Petrol,217.0,18.0,15.0,35.83783783783784
4480,Petrol,217.0,18.0,15.0,35.83783783783784
4481,Petrol,217.0,18.0,15.0,35.83783783783784
4482,Petrol,217.0,18.0,15.0,35.83783783783784
4483,Petrol,217.0,18.0,15.0,35.83783783783784
4484,Petrol,217.0,18.0,15.0,35.83783783783784
4485,Petrol,217.0,18.0,15.0,35.83783783783784
4486,Petrol,317.0,28.0,16.0,35.83783783783784
4487,Petrol,317.0,28.0,16.0,35.83783783783784
4488,Petrol,317.0,28.0,16.0,35.83783783783784
4489,Petrol,317.0,28.0,16.0,35.83783783783784
4490,Petrol,317.0,28.0,16.0,35.83783783783784
4491,Petrol,317.0,28.0,16.0,35.83783783783784
4492,Petrol,317.0,28.0,16.0,35.83783783783784
4493,Petrol,317.0,28.0,16.0,35.83783783783784
4494,Petrol,122.0,12.0,10.0,35.83783783783784
4495,Petrol,122.0,12.0,10.0,35.83783783783784
4496,Petrol,122.0,12.0,10.0,35.83783783783784
4497,Petrol,122.0,12.0,10.0,35.83783783783784
4498,Petrol,122.0,12.0,10.0,35.83783783783784
4499,Petrol,122.0,12.0,10.0,35.83783783783784
4500,Petrol,122.0,12.0,10.0,35.83783783783784
4501,Petrol,122.0,12.0,10.0,35.83783783783784
4502,Petrol,151.0,14.0,9.0,35.83783783783784
4503,Petrol,122.0,12.0,10.0,35.83783783783784
4504,Petrol,194.0,14.0,15.0,35.83783783783784
4505,Petrol,194.0,14.0,15.0,35.83783783783784
4506,Petrol,194.0,14.0,15.0,35.83783783783784
4507,Petrol,194.0,14.0,15.0,35.83783783783784
4508,Petrol,194.0,14.0,15.0,35.83783783783784
4509,Petrol,194.0,14.0,15.0,35.83783783783784
4510,Petrol,194.0,14.0,15.0,35.83783783783784
4511,Petrol,194.0,14.0,15.0,35.83783783783784
4512,Petrol,194.0,14.0,15.0,35.83783783783784
4513,Petrol,194.0,14.0,15.0,35.83783783783784
4514,Petrol,194.0,14.0,15.0,35.83783783783784
4515,Petrol,194.0,14.0,15.0,35.83783783783784
4516,Petrol,194.0,14.0,15.0,35.83783783783784
4517,Petrol,251.0,20.0,18.0,35.83783783783784
4518,Petrol,251.0,20.0,18.0,35.83783783783784
4519,Petrol,251.0,20.0,18.0,35.83783783783784
4520,Petrol,251.0,20.0,18.0,35.83783783783784
4521,Petrol,251.0,20.0,18.0,35.83783783783784
4522,Petrol,251.0,20.0,18.0,35.83783783783784
4523,Petrol,251.0,20.0,18.0,35.83783783783784
4524,Petrol,251.0,20.0,18.0,35.83783783783784
4525,Petrol,251.0,20.0,18.0,35.83783783783784
4526,Petrol,251.0,20.0,18.0,35.83783783783784
4527,Petrol,194.0,14.0,15.0,35.83783783783784
4528,Petrol,144.0,12.0,27.0,35.83783783783784
4529,Petrol,240.0,21.0,9.0,35.83783783783784
4530,Petrol,240.0,21.0,9.0,35.83783783783784
4531,Petrol,240.0,21.0,9.0,35.83783783783784
4532,Petrol,240.0,21.0,9.0,35.83783783783784
4533,Petrol,240.0,21.0,9.0,35.83783783783784
4534,Petrol,144.0,12.0,27.0,35.83783783783784
