,count_point_id,direction_of_travel,year,count_date,hour,region_id,region_name,local_authority_id,local_authority_name,road_name,road_type,easting,northing,latitude,longitude,pedal_cycles,two_wheeled_motor_vehicles,cars_and_taxis,buses_and_coaches,lgvs,hgvs_2_rigid_axle,hgvs_3_rigid_axle,hgvs_4_or_more_rigid_axle,hgvs_3_or_4_articulated_axle,hgvs_5_articulated_axle,hgvs_6_articulated_axle,all_hgvs,all_motor_vehicles
3743,990068,E,2000,26/06/2000,18,1,South West,144,"Bristol, City of",B4465,Minor,362200,174140,51.46496137,-2.54552811,4,17,543,10,59,5,0,0,0,0,0,5,634
2925,73295,S,2000,11/10/2000,8,1,South West,144,"Bristol, City of",A4018,Major,357330,178790,51.50642213,-2.61619197,0,9,632,8,66,7,0,0,0,0,0,7,722
2924,73295,S,2000,11/10/2000,7,1,South West,144,"Bristol, City of",A4018,Major,357330,178790,51.50642213,-2.61619197,1,5,372,8,60,5,0,0,0,1,0,6,451
2923,73295,N,2000,11/10/2000,18,1,South West,144,"Bristol, City of",A4018,Major,357330,178790,51.50642213,-2.61619197,0,3,689,6,31,8,0,0,1,0,0,9,738
2922,73295,N,2000,11/10/2000,17,1,South West,144,"Bristol, City of",A4018,Major,357330,178790,51.50642213,-2.61619197,2,1,733,6,28,2,0,0,1,0,0,3,771
2921,73295,S,2000,11/10/2000,16,1,South West,144,"Bristol, City of",A4018,Major,357330,178790,51.50642213,-2.61619197,2,7,640,12,43,5,1,0,0,1,0,7,709
2920,73295,S,2000,11/10/2000,15,1,South West,144,"Bristol, City of",A4018,Major,357330,178790,51.50642213,-2.61619197,1,6,537,7,32,3,0,0,0,0,0,3,585
2919,73295,S,2000,11/10/2000,14,1,South West,144,"Bristol, City of",A4018,Major,357330,178790,51.50642213,-2.61619197,2,7,561,6,34,4,0,0,0,0,0,4,612
2918,73295,S,2000,11/10/2000,13,1,South West,144,"Bristol, City of",A4018,Major,357330,178790,51.50642213,-2.61619197,1,4,553,10,32,6,1,0,1,0,0,8,607
2917,73295,S,2000,11/10/2000,12,1,South West,144,"Bristol, City of",A4018,Major,357330,178790,51.50642213,-2.61619197,0,5,461,8,48,6,1,0,0,0,0,7,529
2916,73295,S,2000,11/10/2000,11,1,South West,144,"Bristol, City of",A4018,Major,357330,178790,51.50642213,-2.61619197,1,2,477,6,66,11,0,0,1,0,0,12,563
2915,73295,N,2000,11/10/2000,10,1,South West,144,"Bristol, City of",A4018,Major,357330,178790,51.50642213,-2.61619197,0,3,499,8,47,11,0,0,0,0,0,11,568
2926,73295,S,2000,11/10/2000,9,1,South West,144,"Bristol, City of",A4018,Major,357330,178790,51.50642213,-2.61619197,0,6,543,8,89,10,0,2,0,0,0,12,658
2914,73295,N,2000,11/10/2000,9,1,South West,144,"Bristol, City of",A4018,Major,357330,178790,51.50642213,-2.61619197,4,1,604,20,41,9,0,0,0,0,1,10,676
2912,73295,N,2000,11/10/2000,7,1,South West,144,"Bristol, City of",A4018,Major,357330,178790,51.50642213,-2.61619197,3,7,528,4,24,3,2,1,0,1,0,7,570
2911,73295,S,2000,11/10/2000,18,1,South West,144,"Bristol, City of",A4018,Major,357330,178790,51.50642213,-2.61619197,5,7,651,3,24,2,1,0,0,0,0,3,688
2910,73295,S,2000,11/10/2000,17,1,South West,144,"Bristol, City of",A4018,Major,357330,178790,51.50642213,-2.61619197,3,12,679,6,31,5,0,0,1,0,0,6,734
2909,73295,N,2000,11/10/2000,16,1,South West,144,"Bristol, City of",A4018,Major,357330,178790,51.50642213,-2.61619197,2,4,674,8,40,4,0,0,0,0,1,5,731
2908,73295,N,2000,11/10/2000,15,1,South West,144,"Bristol, City of",A4018,Major,357330,178790,51.50642213,-2.61619197,2,1,645,8,41,10,0,0,0,0,0,10,705
2907,73295,N,2000,11/10/2000,14,1,South West,144,"Bristol, City of",A4018,Major,357330,178790,51.50642213,-2.61619197,0,6,541,7,38,8,0,0,0,0,0,8,600
2906,73295,N,2000,11/10/2000,13,1,South West,144,"Bristol, City of",A4018,Major,357330,178790,51.50642213,-2.61619197,0,9,653,6,44,13,2,0,1,0,0,16,728
2905,73295,N,2000,11/10/2000,12,1,South West,144,"Bristol, City of",A4018,Major,357330,178790,51.50642213,-2.61619197,0,3,541,6,45,12,3,2,0,0,0,17,612
2904,73295,N,2000,11/10/2000,11,1,South West,144,"Bristol, City of",A4018,Major,357330,178790,51.50642213,-2.61619197,0,3,480,7,43,19,0,0,0,0,0,19,552
2879,963478,N,2000,05/04/2000,18,1,South West,144,"Bristol, City of",C,Minor,362000,168000,51.40974229,-2.547746,3,3,148,2,16,3,0,0,0,0,0,3,172
2878,963478,N,2000,05/04/2000,17,1,South West,144,"Bristol, City of",C,Minor,362000,168000,51.40974229,-2.547746,0,1,146,3,4,0,0,0,0,0,0,0,154
2913,73295,N,2000,11/10/2000,8,1,South West,144,"Bristol, City of",A4018,Major,357330,178790,51.50642213,-2.61619197,10,4,715,6,52,11,1,0,0,1,0,13,790
2927,73295,S,2000,11/10/2000,10,1,South West,144,"Bristol, City of",A4018,Major,357330,178790,51.50642213,-2.61619197,1,4,391,11,59,13,0,0,0,0,0,13,478
2952,963474,N,2000,12/10/2000,7,1,South West,144,"Bristol, City of",C,Minor,362000,172000,51.44570694,-2.54817638,1,4,218,11,64,2,0,0,0,0,0,2,299
2953,963474,N,2000,12/10/2000,8,1,South West,144,"Bristol, City of",C,Minor,362000,172000,51.44570694,-2.54817638,1,5,364,5,75,3,1,0,0,0,1,5,454
2978,968103,N,2000,12/04/2000,9,1,South West,144,"Bristol, City of",U,Minor,354100,178000,51.49906556,-2.66262429,1,1,94,3,17,7,1,0,0,0,0,8,123
2977,968103,N,2000,12/04/2000,8,1,South West,144,"Bristol, City of",U,Minor,354100,178000,51.49906556,-2.66262429,2,0,134,2,16,3,0,0,0,0,0,3,155
2976,968103,N,2000,12/04/2000,7,1,South West,144,"Bristol, City of",U,Minor,354100,178000,51.49906556,-2.66262429,1,1,34,1,9,0,0,0,0,0,0,0,45
2975,963474,N,2000,12/10/2000,18,1,South West,144,"Bristol, City of",C,Minor,362000,172000,51.44570694,-2.54817638,3,2,177,6,15,0,0,0,0,0,0,0,200
2974,963474,N,2000,12/10/2000,17,1,South West,144,"Bristol, City of",C,Minor,362000,172000,51.44570694,-2.54817638,5,4,242,5,31,0,0,0,0,0,0,0,282
2973,963474,N,2000,12/10/2000,16,1,South West,144,"Bristol, City of",C,Minor,362000,172000,51.44570694,-2.54817638,2,5,209,4,41,4,0,0,0,0,0,4,263
2972,963474,N,2000,12/10/2000,15,1,South West,144,"Bristol, City of",C,Minor,362000,172000,51.44570694,-2.54817638,1,1,247,11,39,2,0,0,0,0,0,2,300
2971,963474,N,2000,12/10/2000,14,1,South West,144,"Bristol, City of",C,Minor,362000,172000,51.44570694,-2.54817638,3,5,168,9,35,2,0,0,0,0,0,2,219
2970,963474,N,2000,12/10/2000,13,1,South West,144,"Bristol, City of",C,Minor,362000,172000,51.44570694,-2.54817638,0,1,165,5,45,2,0,0,0,0,0,2,218
2969,963474,S,2000,12/10/2000,12,1,South West,144,"Bristol, City of",C,Minor,362000,172000,51.44570694,-2.54817638,2,2,135,3,33,3,0,0,0,0,0,3,176
2968,963474,S,2000,12/10/2000,11,1,South West,144,"Bristol, City of",C,Minor,362000,172000,51.44570694,-2.54817638,0,2,131,5,31,1,0,0,0,0,0,1,170
2967,963474,S,2000,12/10/2000,10,1,South West,144,"Bristol, City of",C,Minor,362000,172000,51.44570694,-2.54817638,2,2,132,8,16,2,0,0,0,0,0,2,160
2966,963474,S,2000,12/10/2000,9,1,South West,144,"Bristol, City of",C,Minor,362000,172000,51.44570694,-2.54817638,2,0,127,8,27,1,0,0,0,0,0,1,163
2965,963474,S,2000,12/10/2000,8,1,South West,144,"Bristol, City of",C,Minor,362000,172000,51.44570694,-2.54817638,3,0,127,8,18,0,0,0,0,0,0,0,153
2964,963474,S,2000,12/10/2000,7,1,South West,144,"Bristol, City of",C,Minor,362000,172000,51.44570694,-2.54817638,0,2,61,4,13,1,0,0,0,0,0,1,81
2963,963474,S,2000,12/10/2000,18,1,South West,144,"Bristol, City of",C,Minor,362000,172000,51.44570694,-2.54817638,6,3,165,5,17,1,0,0,0,0,0,1,191
2962,963474,S,2000,12/10/2000,17,1,South West,144,"Bristol, City of",C,Minor,362000,172000,51.44570694,-2.54817638,8,8,210,6,28,0,0,0,0,0,0,0,252
2961,963474,S,2000,12/10/2000,16,1,South West,144,"Bristol, City of",C,Minor,362000,172000,51.44570694,-2.54817638,3,8,173,17,38,0,0,0,0,0,0,0,236
2960,963474,S,2000,12/10/2000,15,1,South West,144,"Bristol, City of",C,Minor,362000,172000,51.44570694,-2.54817638,2,6,148,8,22,2,0,0,0,0,0,2,186
2959,963474,S,2000,12/10/2000,14,1,South West,144,"Bristol, City of",C,Minor,362000,172000,51.44570694,-2.54817638,1,1,100,4,18,1,0,0,0,0,0,1,124
2958,963474,S,2000,12/10/2000,13,1,South West,144,"Bristol, City of",C,Minor,362000,172000,51.44570694,-2.54817638,0,0,106,5,25,3,0,0,0,0,1,4,140
2957,963474,N,2000,12/10/2000,12,1,South West,144,"Bristol, City of",C,Minor,362000,172000,51.44570694,-2.54817638,1,2,173,8,45,2,0,0,0,0,0,2,230
2956,963474,N,2000,12/10/2000,11,1,South West,144,"Bristol, City of",C,Minor,362000,172000,51.44570694,-2.54817638,2,3,173,6,30,1,0,0,0,1,0,2,214
2955,963474,N,2000,12/10/2000,10,1,South West,144,"Bristol, City of",C,Minor,362000,172000,51.44570694,-2.54817638,1,0,147,9,28,1,0,0,0,0,0,1,185
2954,963474,N,2000,12/10/2000,9,1,South West,144,"Bristol, City of",C,Minor,362000,172000,51.44570694,-2.54817638,1,1,237,7,53,2,0,0,0,0,0,2,300
2877,963478,N,2000,05/04/2000,16,1,South West,144,"Bristol, City of",C,Minor,362000,168000,51.40974229,-2.547746,1,1,163,5,3,0,0,0,0,0,0,0,172
2979,968103,N,2000,12/04/2000,10,1,South West,144,"Bristol, City of",U,Minor,354100,178000,51.49906556,-2.66262429,0,0,57,3,10,2,0,0,0,0,0,2,72
2876,963478,N,2000,05/04/2000,15,1,South West,144,"Bristol, City of",C,Minor,362000,168000,51.40974229,-2.547746,2,0,210,4,1,1,0,0,0,0,0,1,216
2874,963478,N,2000,05/04/2000,13,1,South West,144,"Bristol, City of",C,Minor,362000,168000,51.40974229,-2.547746,2,1,100,2,1,1,1,0,0,0,0,2,106
2820,70105,S,2000,17/05/2000,7,1,South West,144,"Bristol, City of",A4,Major,352140,178000,51.4989026,-2.69085775,1,2,112,2,61,42,9,7,6,9,8,81,258
2819,70105,S,2000,17/05/2000,18,1,South West,144,"Bristol, City of",A4,Major,352140,178000,51.4989026,-2.69085775,1,11,323,1,56,4,1,0,2,4,1,12,403
2818,70105,S,2000,17/05/2000,17,1,South West,144,"Bristol, City of",A4,Major,352140,178000,51.4989026,-2.69085775,3,9,464,1,64,14,1,1,2,1,7,26,564
2817,70105,S,2000,17/05/2000,16,1,South West,144,"Bristol, City of",A4,Major,352140,178000,51.4989026,-2.69085775,2,16,412,0,105,17,1,2,2,6,3,31,564
2816,70105,S,2000,17/05/2000,15,1,South West,144,"Bristol, City of",A4,Major,352140,178000,51.4989026,-2.69085775,0,11,262,4,95,31,14,12,3,8,6,74,446
2815,70105,S,2000,17/05/2000,14,1,South West,144,"Bristol, City of",A4,Major,352140,178000,51.4989026,-2.69085775,0,5,250,0,93,31,10,7,4,12,8,72,420
2814,70105,S,2000,17/05/2000,13,1,South West,144,"Bristol, City of",A4,Major,352140,178000,51.4989026,-2.69085775,0,5,286,1,82,31,1,7,3,10,4,56,430
2813,70105,N,2000,17/05/2000,12,1,South West,144,"Bristol, City of",A4,Major,352140,178000,51.4989026,-2.69085775,0,2,176,0,90,37,6,6,10,14,11,84,352
2812,70105,N,2000,17/05/2000,11,1,South West,144,"Bristol, City of",A4,Major,352140,178000,51.4989026,-2.69085775,0,2,190,2,102,37,6,9,3,11,7,73,369
2811,70105,N,2000,17/05/2000,10,1,South West,144,"Bristol, City of",A4,Major,352140,178000,51.4989026,-2.69085775,1,1,176,0,98,42,6,9,4,12,13,86,361
2810,70105,N,2000,17/05/2000,9,1,South West,144,"Bristol, City of",A4,Major,352140,178000,51.4989026,-2.69085775,2,5,239,3,107,47,5,9,7,5,15,88,442
2821,70105,S,2000,17/05/2000,8,1,South West,144,"Bristol, City of",A4,Major,352140,178000,51.4989026,-2.69085775,1,3,151,3,69,36,5,4,1,6,3,55,281
2809,70105,N,2000,17/05/2000,8,1,South West,144,"Bristol, City of",A4,Major,352140,178000,51.4989026,-2.69085775,3,6,372,1,114,22,0,6,2,8,7,45,538
2807,56033,N,2000,12/07/2000,18,1,South West,144,"Bristol, City of",M32,Major,360660,174600,51.46899199,-2.56774687,0,74,2902,39,227,33,2,1,7,7,12,62,3304
2806,56033,N,2000,12/07/2000,17,1,South West,144,"Bristol, City of",M32,Major,360660,174600,51.46899199,-2.56774687,0,98,3962,35,305,33,4,1,5,17,9,69,4469
2805,56033,N,2000,12/07/2000,16,1,South West,144,"Bristol, City of",M32,Major,360660,174600,51.46899199,-2.56774687,0,68,3474,51,429,76,4,6,11,20,11,128,4150
2804,56033,N,2000,12/07/2000,15,1,South West,144,"Bristol, City of",M32,Major,360660,174600,51.46899199,-2.56774687,0,35,2462,48,380,88,20,12,4,19,19,162,3087
2803,56033,N,2000,12/07/2000,14,1,South West,144,"Bristol, City of",M32,Major,360660,174600,51.46899199,-2.56774687,0,30,2181,23,366,100,20,16,14,21,19,190,2790
2802,56033,N,2000,12/07/2000,13,1,South West,144,"Bristol, City of",M32,Major,360660,174600,51.46899199,-2.56774687,0,23,2128,32,363,97,21,10,21,31,12,192,2738
2801,56033,S,2000,12/07/2000,12,1,South West,144,"Bristol, City of",M32,Major,360660,174600,51.46899199,-2.56774687,0,26,1656,27,306,99,20,11,19,17,22,188,2203
2800,56033,S,2000,12/07/2000,11,1,South West,144,"Bristol, City of",M32,Major,360660,174600,51.46899199,-2.56774687,0,27,1634,26,288,113,11,8,10,32,11,185,2160
2799,56033,S,2000,12/07/2000,10,1,South West,144,"Bristol, City of",M32,Major,360660,174600,51.46899199,-2.56774687,0,27,1736,24,310,99,18,16,19,29,32,213,2310
2798,56033,S,2000,12/07/2000,9,1,South West,144,"Bristol, City of",M32,Major,360660,174600,51.46899199,-2.56774687,0,39,2026,56,315,109,18,8,9,25,22,191,2627
2797,56033,S,2000,12/07/2000,8,1,South West,144,"Bristol, City of",M32,Major,360660,174600,51.46899199,-2.56774687,0,95,2890,50,269,91,11,8,16,34,13,173,3477
2808,70105,N,2000,17/05/2000,7,1,South West,144,"Bristol, City of",A4,Major,352140,178000,51.4989026,-2.69085775,19,14,438,5,107,44,9,9,3,7,6,78,642
2822,70105,S,2000,17/05/2000,9,1,South West,144,"Bristol, City of",A4,Major,352140,178000,51.4989026,-2.69085775,0,2,136,1,90,33,7,6,4,12,7,69,298
2823,70105,S,2000,17/05/2000,10,1,South West,144,"Bristol, City of",A4,Major,352140,178000,51.4989026,-2.69085775,0,2,199,2,109,35,4,5,2,16,3,65,377
2824,70105,S,2000,17/05/2000,11,1,South West,144,"Bristol, City of",A4,Major,352140,178000,51.4989026,-2.69085775,1,2,209,0,106,22,2,8,3,18,6,59,376
2873,963478,S,2000,05/04/2000,12,1,South West,144,"Bristol, City of",C,Minor,362000,168000,51.40974229,-2.547746,1,0,157,6,23,0,1,0,0,0,0,1,187
2872,963478,S,2000,05/04/2000,11,1,South West,144,"Bristol, City of",C,Minor,362000,168000,51.40974229,-2.547746,0,0,121,4,12,4,0,0,0,1,0,5,142
2871,963478,S,2000,05/04/2000,10,1,South West,144,"Bristol, City of",C,Minor,362000,168000,51.40974229,-2.547746,0,2,98,4,14,1,0,0,0,0,0,1,119
2870,963478,S,2000,05/04/2000,9,1,South West,144,"Bristol, City of",C,Minor,362000,168000,51.40974229,-2.547746,0,1,122,4,22,1,0,0,0,0,0,1,150
2869,963478,S,2000,05/04/2000,8,1,South West,144,"Bristol, City of",C,Minor,362000,168000,51.40974229,-2.547746,1,1,134,5,21,4,0,0,0,0,0,4,165
2868,963478,S,2000,05/04/2000,7,1,South West,144,"Bristol, City of",C,Minor,362000,168000,51.40974229,-2.547746,1,1,97,5,33,3,0,0,0,0,0,3,139
2867,963478,S,2000,05/04/2000,18,1,South West,144,"Bristol, City of",C,Minor,362000,168000,51.40974229,-2.547746,4,3,305,1,43,3,2,0,0,0,0,5,357
2866,963478,S,2000,05/04/2000,17,1,South West,144,"Bristol, City of",C,Minor,362000,168000,51.40974229,-2.547746,0,4,372,1,56,5,0,0,0,0,0,5,438
2865,963478,S,2000,05/04/2000,16,1,South West,144,"Bristol, City of",C,Minor,362000,168000,51.40974229,-2.547746,0,3,227,7,33,4,0,0,0,0,0,4,274
2864,963478,S,2000,05/04/2000,15,1,South West,144,"Bristol, City of",C,Minor,362000,168000,51.40974229,-2.547746,1,0,179,2,15,3,0,0,0,0,0,3,199
2863,963478,S,2000,05/04/2000,14,1,South West,144,"Bristol, City of",C,Minor,362000,168000,51.40974229,-2.547746,0,3,130,5,30,8,0,0,0,0,0,8,176
2862,963478,S,2000,05/04/2000,13,1,South West,144,"Bristol, City of",C,Minor,362000,168000,51.40974229,-2.547746,0,2,120,4,15,3,0,0,0,0,1,4,145
2861,963478,N,2000,05/04/2000,12,1,South West,144,"Bristol, City of",C,Minor,362000,168000,51.40974229,-2.547746,0,1,138,3,11,1,0,0,0,0,0,1,154
2860,963478,N,2000,05/04/2000,11,1,South West,144,"Bristol, City of",C,Minor,362000,168000,51.40974229,-2.547746,0,1,130,5,17,0,0,0,0,0,0,0,153
2859,963478,N,2000,05/04/2000,10,1,South West,144,"Bristol, City of",C,Minor,362000,168000,51.40974229,-2.547746,0,3,104,4,24,4,1,0,0,0,0,5,140
2858,963478,N,2000,05/04/2000,9,1,South West,144,"Bristol, City of",C,Minor,362000,168000,51.40974229,-2.547746,0,1,131,3,19,2,0,0,0,0,0,2,156
2857,963478,N,2000,05/04/2000,8,1,South West,144,"Bristol, City of",C,Minor,362000,168000,51.40974229,-2.547746,0,4,286,6,43,4,0,0,0,0,0,4,343
2856,963478,N,2000,05/04/2000,7,1,South West,144,"Bristol, City of",C,Minor,362000,168000,51.40974229,-2.547746,1,2,221,6,48,0,0,0,0,0,0,0,277
2831,70105,N,2000,17/05/2000,18,1,South West,144,"Bristol, City of",A4,Major,352140,178000,51.4989026,-2.69085775,0,6,84,0,20,20,2,0,1,4,5,32,142
2830,70105,N,2000,17/05/2000,17,1,South West,144,"Bristol, City of",A4,Major,352140,178000,51.4989026,-2.69085775,0,6,163,0,25,26,2,1,6,2,5,42,236
2829,70105,N,2000,17/05/2000,16,1,South West,144,"Bristol, City of",A4,Major,352140,178000,51.4989026,-2.69085775,1,3,150,6,53,41,3,4,4,3,7,62,274
2828,70105,N,2000,17/05/2000,15,1,South West,144,"Bristol, City of",A4,Major,352140,178000,51.4989026,-2.69085775,1,4,119,6,71,47,11,4,5,7,16,90,290
2827,70105,N,2000,17/05/2000,14,1,South West,144,"Bristol, City of",A4,Major,352140,178000,51.4989026,-2.69085775,1,7,117,2,63,43,11,10,6,11,11,92,281
2826,70105,N,2000,17/05/2000,13,1,South West,144,"Bristol, City of",A4,Major,352140,178000,51.4989026,-2.69085775,0,0,196,0,60,49,1,6,6,7,8,77,333
2825,70105,S,2000,17/05/2000,12,1,South West,144,"Bristol, City of",A4,Major,352140,178000,51.4989026,-2.69085775,0,3,219,2,77,36,5,3,2,15,9,70,371
2875,963478,N,2000,05/04/2000,14,1,South West,144,"Bristol, City of",C,Minor,362000,168000,51.40974229,-2.547746,0,1,147,6,4,0,0,0,0,0,1,1,159
2796,56033,S,2000,12/07/2000,7,1,South West,144,"Bristol, City of",M32,Major,360660,174600,51.46899199,-2.56774687,0,70,2342,27,446,75,9,7,15,26,23,155,3040
2980,968103,N,2000,12/04/2000,11,1,South West,144,"Bristol, City of",U,Minor,354100,178000,51.49906556,-2.66262429,0,0,51,0,10,2,1,0,0,0,0,3,64
2982,968103,S,2000,12/04/2000,13,1,South West,144,"Bristol, City of",U,Minor,354100,178000,51.49906556,-2.66262429,4,1,67,0,9,2,0,0,0,0,0,2,79
3135,74493,W,2000,16/10/2000,10,1,South West,144,"Bristol, City of",A370,Major,359400,171970,51.44525625,-2.58558259,5,7,367,8,124,38,5,2,2,5,2,54,560
3134,74493,W,2000,16/10/2000,9,1,South West,144,"Bristol, City of",A370,Major,359400,171970,51.44525625,-2.58558259,8,2,328,9,86,19,2,4,12,4,3,44,469
3133,74493,W,2000,16/10/2000,8,1,South West,144,"Bristol, City of",A370,Major,359400,171970,51.44525625,-2.58558259,15,22,318,11,55,14,1,1,2,2,0,20,426
3132,74493,W,2000,16/10/2000,7,1,South West,144,"Bristol, City of",A370,Major,359400,171970,51.44525625,-2.58558259,18,21,378,10,97,13,0,1,4,0,4,22,528
3131,74493,W,2000,16/10/2000,18,1,South West,144,"Bristol, City of",A370,Major,359400,171970,51.44525625,-2.58558259,21,20,408,4,45,5,0,0,4,2,2,13,490
3130,74493,W,2000,16/10/2000,17,1,South West,144,"Bristol, City of",A370,Major,359400,171970,51.44525625,-2.58558259,15,23,286,7,53,7,0,0,3,3,1,14,383
3129,74493,W,2000,16/10/2000,16,1,South West,144,"Bristol, City of",A370,Major,359400,171970,51.44525625,-2.58558259,13,14,330,8,57,12,2,1,3,3,0,21,430
3128,74493,W,2000,16/10/2000,15,1,South West,144,"Bristol, City of",A370,Major,359400,171970,51.44525625,-2.58558259,3,8,390,11,97,30,1,1,4,2,1,39,545
3127,74493,W,2000,16/10/2000,14,1,South West,144,"Bristol, City of",A370,Major,359400,171970,51.44525625,-2.58558259,3,11,391,12,74,19,2,0,1,2,6,30,518
3126,74493,W,2000,16/10/2000,13,1,South West,144,"Bristol, City of",A370,Major,359400,171970,51.44525625,-2.58558259,4,13,437,10,97,31,3,4,7,4,2,51,608
3125,74493,E,2000,16/10/2000,12,1,South West,144,"Bristol, City of",A370,Major,359400,171970,51.44525625,-2.58558259,5,11,224,8,54,9,1,0,1,0,0,11,308
3136,74493,W,2000,16/10/2000,11,1,South West,144,"Bristol, City of",A370,Major,359400,171970,51.44525625,-2.58558259,6,11,362,7,99,25,3,4,3,5,5,45,524
3124,74493,E,2000,16/10/2000,11,1,South West,144,"Bristol, City of",A370,Major,359400,171970,51.44525625,-2.58558259,6,4,152,7,52,7,0,1,0,0,0,8,223
3122,74493,E,2000,16/10/2000,9,1,South West,144,"Bristol, City of",A370,Major,359400,171970,51.44525625,-2.58558259,5,5,133,12,43,10,0,0,1,0,0,11,204
3121,74493,E,2000,16/10/2000,8,1,South West,144,"Bristol, City of",A370,Major,359400,171970,51.44525625,-2.58558259,13,11,147,6,51,8,0,1,1,0,1,11,226
3120,74493,E,2000,16/10/2000,7,1,South West,144,"Bristol, City of",A370,Major,359400,171970,51.44525625,-2.58558259,9,5,101,5,36,6,0,0,0,0,0,6,153
3047,46134,N,2000,27/06/2000,18,1,South West,144,"Bristol, City of",A4,Major,359810,172050,51.44600486,-2.57969255,23,23,994,29,89,11,0,0,3,7,11,32,1167
3046,46134,N,2000,27/06/2000,17,1,South West,144,"Bristol, City of",A4,Major,359810,172050,51.44600486,-2.57969255,30,27,1007,39,111,22,1,0,1,5,2,31,1215
3045,46134,N,2000,27/06/2000,16,1,South West,144,"Bristol, City of",A4,Major,359810,172050,51.44600486,-2.57969255,11,25,1021,61,135,23,2,2,5,6,4,42,1284
3044,46134,N,2000,27/06/2000,15,1,South West,144,"Bristol, City of",A4,Major,359810,172050,51.44600486,-2.57969255,15,18,982,55,201,43,4,7,3,7,6,70,1326
3043,46134,N,2000,27/06/2000,14,1,South West,144,"Bristol, City of",A4,Major,359810,172050,51.44600486,-2.57969255,10,25,938,47,178,53,9,4,8,5,8,87,1275
3042,46134,N,2000,27/06/2000,13,1,South West,144,"Bristol, City of",A4,Major,359810,172050,51.44600486,-2.57969255,15,30,937,43,180,49,3,1,8,2,3,66,1256
3041,46134,S,2000,27/06/2000,12,1,South West,144,"Bristol, City of",A4,Major,359810,172050,51.44600486,-2.57969255,10,10,890,54,175,60,8,10,5,16,9,108,1237
3040,46134,S,2000,27/06/2000,11,1,South West,144,"Bristol, City of",A4,Major,359810,172050,51.44600486,-2.57969255,8,12,850,42,207,72,6,5,6,8,7,104,1215
3123,74493,E,2000,16/10/2000,10,1,South West,144,"Bristol, City of",A370,Major,359400,171970,51.44525625,-2.58558259,6,3,170,7,58,16,0,1,1,0,0,18,256
3137,74493,W,2000,16/10/2000,12,1,South West,144,"Bristol, City of",A370,Major,359400,171970,51.44525625,-2.58558259,10,15,379,9,100,26,2,0,6,4,1,39,542
3138,74493,E,2000,16/10/2000,13,1,South West,144,"Bristol, City of",A370,Major,359400,171970,51.44525625,-2.58558259,6,13,224,9,52,4,0,0,3,0,0,7,305
3139,74493,E,2000,16/10/2000,14,1,South West,144,"Bristol, City of",A370,Major,359400,171970,51.44525625,-2.58558259,9,8,215,10,61,5,0,2,0,1,0,8,302
3164,74495,E,2000,20/10/2000,15,1,South West,144,"Bristol, City of",A420,Major,359700,173180,51.45615694,-2.58140437,12,13,648,47,100,12,1,0,0,1,0,14,822
3163,74495,E,2000,20/10/2000,14,1,South West,144,"Bristol, City of",A420,Major,359700,173180,51.45615694,-2.58140437,13,23,597,51,104,12,1,0,0,0,0,13,788
3162,74495,E,2000,20/10/2000,13,1,South West,144,"Bristol, City of",A420,Major,359700,173180,51.45615694,-2.58140437,13,12,579,46,102,7,3,0,1,0,1,12,751
3161,74495,W,2000,20/10/2000,12,1,South West,144,"Bristol, City of",A420,Major,359700,173180,51.45615694,-2.58140437,11,16,842,54,186,29,2,0,1,1,0,33,1131
3160,74495,W,2000,20/10/2000,11,1,South West,144,"Bristol, City of",A420,Major,359700,173180,51.45615694,-2.58140437,12,15,811,63,199,34,5,1,0,0,0,40,1128
3159,74495,W,2000,20/10/2000,10,1,South West,144,"Bristol, City of",A420,Major,359700,173180,51.45615694,-2.58140437,11,13,853,59,196,31,1,2,0,0,0,34,1155
